"Version Year","Company Name","Address","ZIP Code","Record Type","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Range","Location Type","Years In Database","Year Established"
"2017","Maas","1325 N Randolph St","19122","Verified","792207","Theatres-Live","71111007","Theater Companies And Dinner Theaters","1 to 4","Single Loc","14",""
"2017","Maria Mack Photography","1639 N Hancock St","19122","Verified","738944","Events-Special","71131004","Promoters Of Performing Arts, Sports, And Similar","5 to 9","Single Loc","14",""
"2017","Marquerite Rodgers LTD","2131 N American St","19122","Verified","738902","Interior Decorators Design & Consultants","54141003","Interior Design Services","10 to 19","Single Loc","42","1980"
"2017","Martin, Laura M MD","1810 Liacouras Walk # 4","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","9",""
"2017","Masia & Samuel Trucking Co","2016 N Hancock St","19122","Verified","421304","Trucking","48423013","Specialized Freight (Except Used Goods) Trucking,","1 to 4","Single Loc","20",""
"2017","Materials Conservation Cllbrtv","1625 N Howard St","19122","Verified","839937","Environmental Conservation/Ecologcl Org","81331210","Environment, Conservation And Wildlife Organizatio","5 to 9","Single Loc","13",""
"2017","Materials Conservation Co","1625 N Howard St","19122","Verified","951203","County Government-Land/Mineral/Wildlife/Fores","92412002","Administration Of Conservation Programs","20 to 49","Single Loc","18",""
"2017","Matt Godfrey Photography","1639 N Hancock St","19122","Verified","722101","Photographers-Portrait","54192110","Photography Studios, Portrait","1 to 4","Single Loc","12",""
"2017","Maxis Pizza & Sub LLC","1926 Liacouras Walk","19122","Verified","581222","Pizza","72251115","Full-Service Restaurants","5 to 9","Single Loc","15",""
"2017","Mc Donald's","1201 N Broad St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","50 to 99","Branch","25",""
"2017","Mc Donald's","2109 N Broad St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","50 to 99","Branch","40",""
"2017","Mcgill, Jessica V","1900 N 9th St # 104","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","10",""
"2017","MD Co Pharmacy","1641 N Franklin St","19122","Verified","591205","Pharmacies","45611009","Pharmacies And Drug Retailers","10 to 19","Single Loc","42",""
"2017","Mecca Unisex Salon","1501 N Broad St # 10","19122","Verified","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","12",""
"2017","Memphis Plastic Pipe Inc","1508 N 5th St","19122","Verified","505107","Pipe-Wholesale","42351029","Metal Service Centers And Other Metal Merchant Who","5 to 9","Single Loc","20",""
"2017","Mendez Homes & Investments","1530 N 2nd St","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","15",""
"2017","Mexican Post Express","1932 Liacouras Walk","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","13",""
"2017","Midtown Parish United Mthdst","718 W Norris St","19122","Verified","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","29",""
"2017","Mike's Automotive","1837 N 2nd St","19122","Verified","753201","Automobile Body-Repairing & Painting","81112102","Automotive Body, Paint, And Interior Repair And Ma","1 to 4","Single Loc","33",""
"2017","Mills, Steven L MD","801 W Girard Ave # 1","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","13",""
"2017","Mimada Beauty Bazaar","1834 N Mutter St","19122","Verified","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","15",""
"2017","Ming River Chinese Restaurant","108 W Susquehanna Ave","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","19",""
"2017","Mister Pan","151 W Norris St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","37",""
"2017","Mobo Jr, Ben H MD","1810 Liacouras Walk","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","11",""
"2017","Moore, Katherine","1312 N Front St # 3b","19122","Verified","804917","Dietitians","62139904","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","11",""
"2017","Morris Iron & Steel-Berks","271 W Berks St","19122","Verified","509313","Scrap Metals & Iron (Whls)","42393019","Recyclable Material Merchant Wholesalers","10 to 19","Single Loc","14",""
"2017","Morton, Wanda Marie","136 Diamond St","19122","Verified","832221","Social Workers","62133003","Offices Of Mental Health Practitioners (Except Phy","1 to 4","Single Loc","10",""
"2017","Mt Sinai Holy Church-America","1469 N Broad St","19122","Verified","866106","Clergy","81311009","Religious Organizations","5 to 9","Single Loc","42",""
"2017","Mt Zion United Methodist Chr","1530 N 11th St # 38","19122","Verified","866107","Churches","81311008","Religious Organizations","10 to 19","Single Loc","24",""
"2017","My School","1854 Germantown Ave","19122","Verified","821103","Schools","61111007","Elementary And Secondary Schools","10 to 19","Single Loc","14",""
"2017","Myers Constructs Inc","1400 N American St # 208","19122","Verified","152103","General Contractors","23611505","New Single-Family Housing Construction (Except For","5 to 9","Single Loc","29",""
"2017","National Black Leadership Int","1415 N Broad St # 221b","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","18",""
"2017","Ncs Supply Inc","1603 N American St","19122","Verified","154213","Building Contractors","23622005","Commercial And Institutional Building Construction","1 to 4","Single Loc","17",""
"2017","Neighborhood Meat Market","1915 N 6th St","19122","Verified","514706","Pork Dealers-Wholesale","42447006","Meat And Meat Product Merchant Wholesalers","10 to 19","Single Loc","23",""
"2017","Net Youth Svc Firehouse","2005 N 2nd St","19122","Verified","832222","Youth Organizations & Centers","62411006","Child And Youth Services","20 to 49","Single Loc","20",""
"2017","New Paradise Laboratories","1325 N Randolph St","19122","Verified","792233","Performing Arts","71111010","Theater Companies And Dinner Theaters","1 to 4","Single Loc","13","1996"
"2017","New Stars LLC","1603 N 5th St","19122","Verified","735910","Rental Service-Stores & Yards","53231003","General Rental Centers","5 to 9","Single Loc","14",""
"2017","Newmancenterat Temple Univ","2129 N Broad St","19122","Verified","822101","Schools-Universities & Colleges Academic","61131009","Colleges, Universities, And Professional Schools","10 to 19","Single Loc","11",""
"2017","Nguyen, Kellie Jo Pa","1352 N Mascher St","19122","Verified","804920","Physicians Assistants","62139932","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","10",""
"2017","Nicholson Lab","1900 N 12th St","19122","Verified","873104","Laboratories","54171414","Research And Development In Biotechnology (Except","20 to 49","Single Loc","10",""
"2017","Nml Group","2024 N 2nd St","19122","Verified","531104","Retail Shops","45511003","Department Stores","5 to 9","Single Loc","17",""
"2017","Norris Square Childrens Ctr","2011 N Mascher St","19122","Verified","835101","Child Care Service","62441003","Child Care Services","50 to 99","Single Loc","25","2001"
"2017","Norris Square Civic Assn","2101 N Orkney St","19122","Verified","835101","Child Care Service","62441003","Child Care Services","10 to 19","Single Loc","15","1983"
"2017","Norris Square Cmnty Alliance","174 Diamond St","19122","Verified","861102","Associations","81391002","Business Associations","10 to 19","Single Loc","40","1936"
"2017","Norris Square Neighborhood","2141 N Howard St","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","17",""
"2017","Norris Square Notary & Svc","139 W Susquehanna Ave","19122","Verified","738979","Notaries-Public","54112001","Offices Of Notaries","1 to 4","Single Loc","26",""
"2017","Norris Square Senior Housing","2121 N Howard St","19122","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","25",""
"2017","North Philadelphia Fncl","1501 N Broad St # 21","19122","Verified","869903","Organizations","81341018","Civic And Social Organizations","1 to 4","Single Loc","20",""
"2017","North Philadelphia Health Syst","801 W Girard Ave","19122","Verified","832251","Substance Abuse Centers","62419031","Other Individual And Family Services","500 to 999","Single Loc","9","1848"
"2017","North Philadelphia Health Syst","801 W Girard Ave","19122","Verified","806202","Hospitals","62211002","General Medical And Surgical Hospitals","","Headquarter","10",""
"2017","North Philadelphia Health Syst","801 W Girard Ave","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","12",""
"2017","North Philadelphia Health Syst","801 W Girard Ave","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","13",""
"2017","Northeast Treatment Ctr","2005 N 2nd St","19122","Verified","839901","Drug Abuse & Addiction Info & Treatment","81331904","Other Social Advocacy Organizations","20 to 49","Single Loc","42","1987"
"2017","Northern Liberties Auto Repair","1555 N 5th St","19122","Verified","753301","Mufflers & Exhaust Systems-Engine","81111402","Specialized Automotive Repair","1 to 4","Single Loc","18",""
"2017","Northern Liberty Press LLC","1223 N Mascher St","19122","Verified","275202","Printers (Mfrs)","32311109","Commercial Printing (Except Screen And Books)","1 to 4","Single Loc","23","2003"
"2017","Northern Light Group LLC","111 W Norris St","19122","Verified","229701","Nonwoven Fabrics (Mfrs)","31323002","Nonwoven Fabric Mills","10 to 19","Single Loc","18",""
"2017","Northern Light Group LLC","2011 N Howard St # 2021","19122","Verified","999966","Federal Government Contractors","99999005","Unclassified Establishments","5 to 9","Single Loc","13","1978"
"2017","Obua, Okechukwu E MD","801 W Girard Ave # 1","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","11",""
"2017","Office-Housing & Residential","1910 Liacouras Walk","19122","Verified","653120","Real Estate Buyers & Brokers","53131103","Residential Property Managers","20 to 49","Single Loc","17",""
"2017","Ogonowski, Michael","1801 N Broad St","19122","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","9",""
"2017","Oic Of America Inc","1415 N Broad St # 227","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","20 to 49","Single Loc","31","1964"
"2017","Old City Movers","1324 N 4th St","19122","Verified","421401","Movers","48411009","General Freight Trucking, Local","5 to 9","Single Loc","17","2006"
"2017","Old City Movers Inc","1425 N 2nd St","19122","Verified","421401","Movers","48411009","General Freight Trucking, Local","5 to 9","Single Loc","13","2006"
"2017","Olde Kensington Pavilion","1250 N 3rd St Ofc","19122","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","39",""
"2017","Onion Flats LLC","111 W Norris St","19122","Verified","655202","Real Estate Developers","23721005","Land Subdivision","5 to 9","Single Loc","17",""
"2017","Orens Brothers Inc","1000 Diamond St","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","14",""
"2017","Orient Express","1835 N 12th St # 7","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","30","1996"
"2017","Ortega Grocers Inc","312 W Norris St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","10",""
"2017","Oviedo, Nimidia MD","136 Diamond St","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","11",""
"2017","Oxford Mills LLC","100 W Oxford St # E1000","19122","Verified","554110","Alternative Fuels","45712006","Other Gasoline Stations","5 to 9","Single Loc","9",""
"2017","Pallets Plus Inc","408 Cecil B Moore Ave","19122","Verified","244801","Pallets & Skids-Manufacturers","32192008","Wood Container And Pallet Manufacturing","10 to 19","Single Loc","42","1953"
"2017","Pamm Resources","2152 N Front St","19122","Verified","806301","Mental Health Services","62221001","Psychiatric And Substance Abuse Hospitals","10 to 19","Single Loc","27","1999"
"2017","Paul Rabinowitz Glass Co","1401 N American St # 15","19122","Verified","179302","Glaziers","23815003","Glass And Glazing Contractors","20 to 49","Single Loc","30","1931"
"2017","Payless Shoe Source","1501 N Broad St # 2","19122","Verified","566101","Shoes-Retail","45821007","Shoe Retailers","1 to 4","Branch","38",""
"2017","Pennsylvania Innocence Project","1719 N Broad St","19122","Verified","839998","Non-Profit Organizations","81331908","Other Social Advocacy Organizations","1 to 4","Single Loc","15","2009"
"2017","Penrose Playground","1101 W Susquehanna Ave","19122","Verified","912104","Government Offices-City/Village & Twp","92112006","Legislative Bodies","1 to 4","Single Loc","33",""
"2017","Perfect Touch Auto Repair-Sls","2101 N 2nd St","19122","Verified","753801","Automobile Repairing & Service","81111104","General Automotive Repair","1 to 4","Single Loc","12",""
"2017","Pharmacy Of America LLC","1900 N 9th St # 101","19122","Verified","591205","Pharmacies","45611009","Pharmacies And Drug Retailers","5 to 9","Single Loc","12",""
"2017","Philadelphia Area Office","1231 N Broad St","19122","Verified","912104","Government Offices-City/Village & Twp","92112006","Legislative Bodies","5 to 9","Single Loc","21","1964"
"2017","Philadelphia Charters","100 W Oxford St","19122","Verified","472501","Tours-Operators & Promoters","56152007","Tour Operators","1 to 4","Single Loc","10",""
"2017","Philadelphia Community Svc Ofc","1231 N Broad St # 5","19122","Verified","912104","Government Offices-City/Village & Twp","92112006","Legislative Bodies","20 to 49","Single Loc","24","1977"
"2017","Philadelphia Gas Works","800 W Montgomery Ave","19122","Verified","492501","Gas Companies","22121002","Natural Gas Distribution","1000 to 4999","Single Loc","19","1836"
"2017","Philadelphia Housing Authority","1200 N 10th St","19122","Verified","912104","Government Offices-City/Village & Twp","92112006","Legislative Bodies","1 to 4","Single Loc","25",""
"2017","Philadelphia Housing Authority","1939 N 11th St","19122","Verified","912104","Government Offices-City/Village & Twp","92112006","Legislative Bodies","20 to 49","Single Loc","25",""
"2017","Philadelphia Housing Authority","1915 N 11th St","19122","Verified","912104","Government Offices-City/Village & Twp","92112006","Legislative Bodies","5 to 9","Single Loc","25","1937"
"2017","Philadelphia Housing Authority","1415 N 7th St","19122","Verified","912104","Government Offices-City/Village & Twp","92112006","Legislative Bodies","5 to 9","Single Loc","16","1977"
"2017","Philadelphia Hune Inc","202 Cecil B Moore Ave","19122","Verified","839905","Disability Services","81331103","Human Rights Organizations","10 to 19","Single Loc","18",""
"2017","Philadelphia Management Corp","1801 N 10th St","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","12",""
"2017","Philadelphia Photo Arts Ctr","1400 N American St # 103","19122","Verified","738401","Photo Finishing-Retail","81292201","One-Hour Photofinishing","1 to 4","Single Loc","16","2009"
"2017","Philadelphia Welfare Rghts Org","1231 N Franklin St","19122","Verified","839998","Non-Profit Organizations","81331908","Other Social Advocacy Organizations","10 to 19","Single Loc","37",""
"2017","Philadelphia Youth For Change","1231 N Broad St # 3","19122","Verified","832222","Youth Organizations & Centers","62411006","Child And Youth Services","5 to 9","Single Loc","13","1992"
"2017","Philly Home Brew Outlet","1447 N American St","19122","Verified","208201","Brewers (Mfrs)","31212002","Breweries","10 to 19","Single Loc","12",""
"2017","Philly Pretzel Factory","1910 Liacouras Walk","19122","Verified","546108","Pretzels-Retail","72251514","Snack And Nonalcoholic Beverage Bars","5 to 9","Branch","11",""
"2017","Philly Roofer Inc","2117 N American St","19122","Verified","176109","Roofing Contractors","23816014","Roofing Contractors","20 to 49","Single Loc","14",""
"2017","Philly Steak & Sub","2001 N 13th St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","14",""
"2017","Phmc Health Connection","1900 N 9th St # 104","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","17",""
"2017","Phmc Health Connection","1900 N 9th St # 104","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","17",""
"2017","Phmc Health Connection","1900 N 9th St # 104","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","17",""
"2017","Phmc Health Connection","1900 N 9th St # 104","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","17",""
"2017","Phmc Health Connection","1900 N 9th St # 104","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","17",""
"2017","Phmc Health Connection","1900 N 9th St # 104","19122","Verified","801104","Clinics","62111129","Offices Of Physicians (Except Mental Health Specia","10 to 19","Single Loc","20","1974"
"2017","Phmc Health Connection","1900 N 9th St # 104","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","17",""
"2017","Photo Process Screen Mfg Co","179 W Berks St","19122","Verified","399903","Manufacturers","33999936","All Other Miscellaneous Manufacturing","5 to 9","Single Loc","42","1945"
"2017","Pig Iron Theatre Co","1417 N 2nd St # 2","19122","Verified","792207","Theatres-Live","71111007","Theater Companies And Dinner Theaters","5 to 9","Single Loc","21","1995"
"2017","Pio Construction Co","1735 N 2nd St # 43","19122","Verified","179403","Excavating Contractors","23891006","Site Preparation Contractors","1 to 4","Single Loc","42",""
"2017","Pnc Bank","1101 W Montgomery Ave","19122","Verified","602101","Banks","52211002","Commercial Banking","5 to 9","Branch","13",""
"2017","Postgreen Homes","1732 N Howard St","19122","Verified","152112","Home Builders","23611506","New Single-Family Housing Construction (Except For","1 to 4","Single Loc","13",""
"2017","Postgreen Homes","1709 N Howard St","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","14","2008"
"2017","Potbelly Sandwich Shop","1100 W Montgomery Ave # B","19122","Verified","581219","","","","20 to 49","Branch","12",""
"2017","Power","1419 N 11th St","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","14",""
"2017","Print Fresh LLC","1639 N Hancock St # 101","19122","Verified","874814","Textile Consultants","54169026","Other Scientific And Technical Consulting Services","20 to 49","Single Loc","19","2006"
"2017","Progress Human Svc Ctr","1415 N Broad St","19122","Verified","839908","Human Services Organizations","81331101","Human Rights Organizations","250 to 499","Single Loc","28",""
"2017","Progress Investment Assoc","1501 N Broad St # 2b","19122","Verified","621111","Investments","52391001","Miscellaneous Intermediation","1 to 4","Single Loc","21","1968"
"2017","Progress Plaza Shopping Ctr","1501 N Broad St # 200","19122","Verified","651201","Shopping Centers & Malls","53112008","Lessors Of Nonresidential Buildings (Except Miniwa","1 to 4","Single Loc","42","1968"
"2017","Project Basho","1305 Germantown Ave","19122","Verified","722111","Photographers-Studio Rental","54192112","Photography Studios, Portrait","1 to 4","Single Loc","18","1989"
"2017","Project Home","214 Cecil B Moore Ave","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","11",""
"2017","Protech Internet Group","1223 N Palethorp St","19122","Verified","737311","Website Design Service","54151217","Computer Systems Design Services","1 to 4","Single Loc","12","2011"
"2017","Public Health Management Corp","1900 N 9th St","19122","Verified","809907","Health Services","62199921","All Other Miscellaneous Ambulatory Health Care Ser","10 to 19","Single Loc","13",""
"2017","Quaglia, Marian H","801 W Girard Ave","19122","Verified","804920","Physicians Assistants","62139932","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","11",""
"2017","Quaker Jobbing Co","1722 N Hancock St","19122","Verified","519902","Rubber-Foam & Sponge (Whls)","42499084","Other Miscellaneous Nondurable Goods Merchant Whol","1 to 4","Single Loc","21",""
"2017","Quality One Auto Body","1703 N 2nd St","19122","Verified","753201","Automobile Body-Repairing & Painting","81112102","Automotive Body, Paint, And Interior Repair And Ma","1 to 4","Single Loc","15",""
"2017","Que Chula Es Puebla Inc","1356 N 2nd St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","5 to 9","Single Loc","17","2009"
"2017","R B Three Thompson LLC","700 W Thompson St","19122","Verified","152103","General Contractors","23611505","New Single-Family Housing Construction (Except For","5 to 9","Single Loc","12",""
"2017","R P M Builders","1501 N 2nd St","19122","Verified","152103","General Contractors","23611505","New Single-Family Housing Construction (Except For","5 to 9","Single Loc","12",""
"2017","R W Brown Community Ctr","1701 N 8th St","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","50 to 99","Single Loc","26",""
"2017","Ranieri C Welding","1315 N Howard St","19122","Verified","359903","Machine Shops (Mfrs)","33271002","Machine Shops","5 to 9","Single Loc","14",""
"2017","Rational Web Sites","1325 N Randolph St # B","19122","Verified","737416","Internet Home Page Dev Consulting","51821012","Computing Infrastructure Providers, Data Processin","5 to 9","Single Loc","11","1996"
"2017","Rawlings, Jessica","1801 N Broad St","19122","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","11",""
"2017","Re/Max","1537 N Cadwallader St","19122","Verified","679498","Patent Owners & Lessors","53311004","Lessors Of Nonfinancial Intangible Assets (Except","1 to 4","Single Loc","11",""
"2017","Reading Phillies Baseball","1921 N Front St","19122","Verified","869905","Athletic Organizations","81399005","Other Similar Organizations (Except Business, Prof","1 to 4","Single Loc","23",""
"2017","Reads Inc","1419 N 11th St","19122","Verified","874825","Educational Consultants","61171012","Educational Support Services","1 to 4","Single Loc","36",""
"2017","Reanimator","310 W Master St","19122","Verified","514908","Coffee Roasting (Whls)","42449017","Other Grocery And Related Products Merchant Wholes","5 to 9","Single Loc","12",""
"2017","Reliable Transit","2049 N Philip St","19122","Verified","411912","Medical Transportation","48599904","All Other Transit And Ground Passenger Transportat","1 to 4","Single Loc","14",""
"2017","Renaissance Cdc","1438 N Warnock St","19122","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","18",""
"2017","Resolution Rentals","1600 N 5th St # 101","19122","Verified","594601","Photographic Equip & Supplies-Retail","44921089","Electronics And Appliance Retailers","5 to 9","Single Loc","10",""
"2017","Resource Exchange","1701 N 2nd St","19122","Verified","832206","Senior Citizens Service","62412003","Services For The Elderly And Persons With Disabili","5 to 9","Single Loc","15",""
"2017","Resto Building Svc","1233 N Front St","19122","Verified","721704","Carpet & Rug Cleaners","56174001","Carpet And Upholstery Cleaning Services","5 to 9","Single Loc","17",""
"2017","Richie's Deli & Pizza","1835 N 12th St # 99","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","29",""
"2017","Richie's Lunch Box","2001 N 13th St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","13",""
"2017","Rite Aid","2131 N Broad St # 59","19122","Verified","591205","Pharmacies","45611009","Pharmacies And Drug Retailers","10 to 19","Branch","26",""
"2017","Rite Aid Gnc Live Well Store","2131 N Broad St # 59","19122","Verified","549904","Vitamin & Food Supplements","45619106","Food (Health) Supplement Retailers","10 to 19","Branch","14",""
"2017","Rnd Tax Svc","1706 N 2nd St","19122","Verified","729101","Tax Return Preparation & Filing","54121301","Tax Preparation Services","1 to 4","Single Loc","9",""
"2017","Robert Aiosa","1536 N American St","19122","Verified","571217","Furniture-Designers & Custom Builders","33712205","Nonupholstered Wood Household Furniture Manufactur","1 to 4","Single Loc","16",""
"2017","Robinson, Gary","1801 N Broad St","19122","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","9",""
"2017","Rocky Begins Training At","2147 N Front St","19122","Verified","874802","Training Consultants","54161212","Human Resources Consulting Services","1 to 4","Single Loc","10",""
