"Version Year","Company Name","Address","ZIP Code","Record Type","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Range","Location Type","Years In Database","Year Established"
"2017","Adriatic Grill","1835 N 12th St # 4","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","17",""
"2017","Adult Anxiety Clinic Of Temple","1701 N 13th St","19122","Verified","801104","Clinics","62111129","Offices Of Physicians (Except Mental Health Specia","10 to 19","Single Loc","20",""
"2017","Aim Security","1706 N 2nd St","19122","Verified","738102","Security Guard & Patrol Service","56161208","Security Guards And Patrol Services","10 to 19","Single Loc","14",""
"2017","Al-Aqsa Islamic School","1501 Germantown Ave","19122","Verified","821101","Religious Schools","61111004","Elementary And Secondary Schools","20 to 49","Single Loc","29","1996"
"2017","Al-Aqsa Islamic Society","1501 Germantown Ave","19122","Verified","866137","Mosques Muslim-Islamic Charitable-Orgztn","81311036","Religious Organizations","20 to 49","Single Loc","15",""
"2017","Alamodak Restaurant","161 Cecil B Moore Ave","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","9","1999"
"2017","Ali's Middle East Food","1835 N 12th St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","26",""
"2017","AM Electrical Svc LLC","123 W Susquehanna Ave","19122","Verified","173101","Electric Contractors","23821007","Electrical Contractors And Other Wiring Installati","1 to 4","Single Loc","15",""
"2017","American Federation Of T","1900 N 13th St # A231","19122","Verified","863101","Labor Organizations","81393001","Labor Unions And Similar Labor Organizations","5 to 9","Single Loc","11","1998"
"2017","American Metal Moulding Corp","1801 N American St","19122","Verified","571211","Kitchen Cabinets & Equipment-Household","33711006","Wood Kitchen Cabinet And Countertop Manufacturing","20 to 49","Single Loc","29","1977"
"2017","American Vinyl Products Inc","1426 N Front St","19122","Verified","571969","Window Treatments","44912970","All Other Home Furnishings Retailers","10 to 19","Single Loc","29","1966"
"2017","Andresen, Nancy B Np","1810 Liacouras Walk","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","14",""
"2017","Andriole, Rebecca","1900 N 9th St # 104","19122","Verified","804922","Psychologists","62139936","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","10",""
"2017","Andy & Fred Torres","1919 N 2nd St","19122","Verified","753801","Automobile Repairing & Service","81111104","General Automotive Repair","1 to 4","Single Loc","22",""
"2017","Apm","1900 N 9th St # 102","19122","Verified","152105","Home Improvements","23611816","Residential Remodelers","1 to 4","Single Loc","28",""
"2017","Arab-American Development Corp","1501 Germantown Ave","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","13",""
"2017","Artwell","100 W Oxford St # E201","19122","Verified","869999","Membership Organizations NEC","81341020","Civic And Social Organizations","5 to 9","Single Loc","11","2000"
"2017","Asociacion De Puertorriquenos","1900 N 9th St # 102","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","22",""
"2017","Asociacion Puertorriquenos Apm","600 Diamond St","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","5 to 9","Single Loc","30",""
"2017","Atlantic Diagnostics Labs Inc","136 Diamond St","19122","Verified","802101","Dentists","62121003","Offices Of Dentists","1 to 4","Single Loc","14",""
"2017","Atlantic Diagnostics Labs Inc","136 Diamond St","19122","Verified","807101","Laboratories-Medical","62151106","Medical Laboratories","10 to 19","Single Loc","15",""
"2017","Audio Visual Rental Svc LLC","1950 N 9th St # 444","19122","Verified","999966","Federal Government Contractors","99999005","Unclassified Establishments","1 to 4","Single Loc","17",""
"2017","Auntie Anne's Pretzels","1601 N Broad St","19122","Verified","546108","Pretzels-Retail","72251514","Snack And Nonalcoholic Beverage Bars","10 to 19","Branch","13",""
"2017","Auntie Anne's Pretzels","1755 N 13th St # 2","19122","Verified","546108","Pretzels-Retail","72251514","Snack And Nonalcoholic Beverage Bars","10 to 19","Branch","13",""
"2017","Avant Gardens Inc","1848 N Front St","19122","Verified","078204","Landscape Contractors","56173009","Landscaping Services","5 to 9","Single Loc","19","1982"
"2017","Ayton, Dale E","100 W Oxford St","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","11",""
"2017","Backseat Conceptions LLC","1600 N 5th St","19122","Verified","781217","Production Services","51211017","Motion Picture And Video Production","1 to 4","Single Loc","15","2003"
"2017","Bader, Frederick C","1231 N Broad St # 5","19122","Verified","804922","Psychologists","62139936","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","10",""
"2017","Bajwa, Alia Ramos MD","1810 Liacouras Walk # 5","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","11",""
"2017","Baker Garage Doors","1735 N 13th St","19122","Verified","521101","Doors-Garage","44418018","Other Building Material Dealers","5 to 9","Single Loc","13",""
"2017","Barnes & Noble Clg Booksellers","13th & Montgomery","19122","Verified","594201","Book Dealers-Retail","45921005","Book Retailers And News Dealers","5 to 9","Branch","9",""
"2017","Barnes & Noble College","1601 N Broad St","19122","Verified","594201","Book Dealers-Retail","45921005","Book Retailers And News Dealers","1 to 4","Branch","11",""
"2017","Barrila, Nunzio D","2037 N Front St","19122","Verified","724101","Barbers","81211101","Barber Shops","1 to 4","Single Loc","25",""
"2017","Bender, Alexis","1801 N Broad St","19122","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","9",""
"2017","Benja Styles","1627 N 2nd St","19122","Verified","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","11",""
"2017","Bennion, David C","1706 N 2nd St # 1","19122","Verified","811103","Attorneys","54111002","Offices Of Lawyers","1 to 4","Single Loc","12",""
"2017","Bernard's Sign","1331 N Howard St","19122","Verified","399302","Signs (Mfrs)","33995008","Sign Manufacturing","20 to 49","Single Loc","18","1939"
"2017","Bicycle Transit Systems","1330 N 5th St","19122","Verified","411102","Transit Lines","48511901","Other Urban Transit Systems","20 to 49","Single Loc","11",""
"2017","Billings, Kayleigh","1801 N 10th St # 618","19122","Verified","832282","Counselors","62419036","Other Individual And Family Services","1 to 4","Single Loc","11",""
"2017","Binsky & Snyder","2003 N 11th St","19122","Verified","874104","Construction Management","23799012","Other Heavy And Civil Engineering Construction","5 to 9","Single Loc","13",""
"2017","Biology Library","Biological Life Bldg 248","19122","Verified","823109","Libraries-Institutional","51921005","Libraries And Archives","1 to 4","Branch","30",""
"2017","Blackhawks Athletic Club","1033 Cecil B Moore Ave","19122","Verified","864108","Clubs","81341004","Civic And Social Organizations","5 to 9","Single Loc","16",""
"2017","Blaze Pizza","1100 W Montgomery Ave # C","19122","Verified","581222","Pizza","72251115","Full-Service Restaurants","1 to 4","Branch","11",""
"2017","Bolle Design","1853 N Howard St","19122","Verified","571217","Furniture-Designers & Custom Builders","33712205","Nonupholstered Wood Household Furniture Manufactur","1 to 4","Single Loc","29",""
"2017","Boom Room","1300 N Front St","19122","Verified","738947","Recording Studios","51224002","Sound Recording Studios","1 to 4","Single Loc","11",""
"2017","Bossbaly, Jose A MD","136 Diamond St","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","11",""
"2017","Bp","1201 N Broad St","19122","Verified","554101","Service Stations-Gasoline & Oil","45712003","Other Gasoline Stations","1 to 4","Branch","26",""
"2017","Bright Common Architecture","1425 N 2nd St # 22a","19122","Verified","871202","Architects","54131001","Architectural Services","5 to 9","Single Loc","12",""
"2017","Bright Hope Baptist Chr Fed Cu","1130 Cecil B Moore Ave","19122","Verified","606101","Credit Unions","52213003","Credit Unions","1 to 4","Single Loc","15",""
"2017","Bright Hope Non-Profit Corp","1600 N 8th St","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","13",""
"2017","Broad Street Health Ctr","1415 N Broad St # 224","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","10 to 19","Single Loc","30",""
"2017","Brunilda Gonzalez Grocery","1400 N 7th St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","21",""
"2017","Burkhardt, Kimberly","1353 N Mascher St","19122","Verified","804917","Dietitians","62139904","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","11",""
"2017","Buzz Cafe","1800 N Howard St","19122","Verified","581228","Coffee Shops","72251505","Snack And Nonalcoholic Beverage Bars","1 to 4","Single Loc","14",""
"2017","C & N Cleaning Svc LLC","1323 N 10th St","19122","Verified","734902","Janitor Service","56172001","Janitorial Services","5 to 9","Single Loc","13",""
"2017","C Erickson & Sons","170 W Berks St","19122","Verified","152144","Construction Companies","23611512","New Single-Family Housing Construction (Except For","1 to 4","Single Loc","15",""
"2017","C M A","1731 Tilghman St","19122","Verified","874214","Marketing Consultants","54161302","Marketing Consulting Services","10 to 19","Single Loc","12",""
"2017","C M Grocery Inc","1500 N 6th St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","14",""
"2017","Campus Park East LLC","1933 N 7th St","19122","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","13",""
"2017","Campus Park East LLC","1925 N 7th St","19122","Verified","703301","Campgrounds","72121101","Rv (Recreational Vehicle) Parks And Campgrounds","1 to 4","Single Loc","13",""
"2017","Campus Park East LLC","1923 N 7th St","19122","Verified","799951","Parks","71219004","Nature Parks And Other Similar Institutions","10 to 19","Single Loc","13",""
"2017","Campus Park LLC","1921 N 7th St","19122","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","13",""
"2017","Car 1 Towing","2121 N American St","19122","Verified","754901","Wrecker Service","48841006","Motor Vehicle Towing","1 to 4","Single Loc","17",""
"2017","Carico International","1706 N 2nd St","19122","Verified","809936","Health Education","62199917","All Other Miscellaneous Ambulatory Health Care Ser","10 to 19","Single Loc","14",""
"2017","Casa De Venezuela","1417 N 2nd St # 1","19122","Verified","869903","Organizations","81341018","Civic And Social Organizations","1 to 4","Single Loc","13",""
"2017","Ceiba Inc","147 W Susquehanna Ave","19122","Verified","874824","City Regional & Town Planners","54132011","Landscape Architectural Services","5 to 9","Single Loc","32","1989"
"2017","Center For Student Missions","1755 N 13th St","19122","Verified","864103","Civic Organizations","81341001","Civic And Social Organizations","5 to 9","Single Loc","10",""
"2017","Centro Pedro Claver","149 W Susquehanna Ave","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","15",""
"2017","Cescaphe","1300 N Howard St","19122","Verified","791102","Ballrooms","71399005","All Other Amusement And Recreation Industries","10 to 19","Single Loc","14",""
"2017","Chaes Food","2100 N American St","19122","Verified","541104","","","","20 to 49","Single Loc","17",""
"2017","Changing Tracks","1231 N Broad St # 2","19122","Verified","832222","Youth Organizations & Centers","62411006","Child And Youth Services","5 to 9","Single Loc","14","1999"
"2017","Charles Schober Co","2024 N 2nd St","19122","Verified","509905","Importers (Whls)","42399019","Other Miscellaneous Durable Goods Merchant Wholesa","5 to 9","Single Loc","39","1892"
"2017","Chaudry & Assoc","136 Diamond St","19122","Verified","802101","Dentists","62121003","Offices Of Dentists","1 to 4","Single Loc","42",""
"2017","Chef's Design Inc","1627 Germantown Ave","19122","Verified","344414","Range Hoods & Canopies-Manufacturers","33243914","Other Metal Container Manufacturing","10 to 19","Single Loc","29",""
"2017","China Star","2000 Germantown Ave","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","24",""
"2017","Chipotle Mexican Grill","1100 W Montgomery Ave # A","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","10 to 19","Branch","12",""
"2017","Chisolm, Andrea M Phd","801 W Girard Ave","19122","Verified","804922","Psychologists","62139936","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","11",""
"2017","Circlerank Seo & Digital Mktng","310 W Master St # 202","19122","Verified","737415","Internet Service","51821013","Computing Infrastructure Providers, Data Processin","5 to 9","Single Loc","12",""
"2017","Citizens Bank","1501 N Broad St # 1","19122","Verified","602101","Banks","52211002","Commercial Banking","5 to 9","Branch","20","1968"
"2017","City Gourmet","1000 Diamond St # 102","19122","Verified","549920","Gourmet Shops","44529812","All Other Specialty Food Retailers","1 to 4","Single Loc","13",""
"2017","Clevermask","1932 Waterloo St","19122","Verified","731115","Advertising Marketing","54181015","Advertising Agencies","5 to 9","Single Loc","11","2013"
"2017","Cobb, Justin","1801 N Broad St","19122","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","9",""
"2017","Coffeeshapp","","19122","Verified","737505","Online Services","51781012","All Other Telecommunications","1 to 4","Single Loc","11",""
"2017","Coleman, Joan","100 W Oxford St","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","10",""
"2017","Community Auto Ctr","500 W Norris St","19122","Verified","753801","Automobile Repairing & Service","81111104","General Automotive Repair","1 to 4","Single Loc","42",""
"2017","Compete 360","1639 N Hancock St # 309","19122","Verified","799999","Amusement & Recreation NEC","71399002","All Other Amusement And Recreation Industries","1 to 4","Single Loc","13",""
"2017","Congreso De Latinos Unidos Inc","444 W Susquehanna Ave","19122","Verified","832215","Marriage & Family Counselors","62419011","Other Individual And Family Services","10 to 19","Single Loc","10","1854"
"2017","Continuum Architecture & Dsgn","1219 N 4th St","19122","Verified","871202","Architects","54131001","Architectural Services","5 to 9","Single Loc","15","2005"
"2017","Conwell Inn","1331 W Polett Walk","19122","Verified","701101","Hotels & Motels","72111002","Hotels (Except Casino Hotels) And Motels","10 to 19","Single Loc","24",""
"2017","Cordoza Jacks Funeral Home","1403 N Franklin St","19122","Verified","726102","Crematories","81222007","Cemeteries And Crematories","1 to 4","Single Loc","18",""
"2017","Cornell Univ","1301 Cecil B Moore Ave Ritter","19122","Verified","822101","Schools-Universities & Colleges Academic","61131009","Colleges, Universities, And Professional Schools","10 to 19","Single Loc","9",""
"2017","Costar Industrial Resource Ctr","1601 N Broad St","19122","Verified","508522","Industrial Equipment & Supplies (Whls)","42383035","Industrial Machinery And Equipment Merchant Wholes","5 to 9","Single Loc","24",""
"2017","Cousins Super Market Inc","1900 N 5th St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","100 to 249","Single Loc","25",""
"2017","Crane Arts LLC","1400 N American St # 100","19122","Verified","829919","Art Instruction & Schools","61161001","Fine Arts Schools","1 to 4","Single Loc","21","1901"
"2017","Credence Home Care Agency Inc","1415 N Broad St # 118","19122","Verified","808201","Home Health Service","62161001","Home Health Care Services","20 to 49","Single Loc","14",""
"2017","Creperie","1291 W Norris St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","14",""
"2017","Cristian's Auto Sales","2058 N 2nd St","19122","Verified","551103","","","","1 to 4","Single Loc","16",""
"2017","Crookshank, Melissa C MD","1810 Liacouras Walk # 5","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","16",""
"2017","Cross Fit Novem","1732 N Howard St","19122","Verified","799101","Health Clubs Studios & Gymnasiums","71394011","Fitness And Recreational Sports Centers","1 to 4","Branch","13",""
"2017","Cruz Recreation Ctr","551 6th St","19122","Verified","799701","Recreation Centers","71394015","Fitness And Recreational Sports Centers","1 to 4","Single Loc","28","1855"
"2017","Crystal's Novelties","1617 N 2nd St","19122","Verified","594716","Party Supplies","45942026","Gift, Novelty, And Souvenir Retailers","1 to 4","Single Loc","13",""
"2017","Csc Car Stereo Ctr","1233 N Front St","19122","Verified","553114","Automobile Radio & Stereo Systs-Sls/Svc","44133013","Automotive Parts And Accessories Retailers","1 to 4","Single Loc","26",""
"2017","Csc Electronics","1233 N Front St","19122","Verified","573117","Electronic Equipment & Supplies-Retail","44921038","Electronics And Appliance Retailers","1 to 4","Single Loc","11",""
"2017","Customers Bank","1501 N Broad St # 201","19122","Verified","602101","Banks","52211002","Commercial Banking","5 to 9","Branch","10",""
"2017","Cvs Specialty Pharmacy","110 W Susquehanna Ave","19122","Verified","591205","Pharmacies","45611009","Pharmacies And Drug Retailers","20 to 49","Branch","12",""
"2017","Dabour Maher Grocery","1501 Germantown Ave","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","24",""
"2017","Dalin Financial","1801 N American St # 2","19122","Verified","653104","Real Estate Investments","53121004","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","12",""
"2017","Daniels, Benjamin","1306 N 6th St # 101","19122","Verified","804922","Psychologists","62139936","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","11",""
"2017","Davicito Mini Market","804 W Susquehanna Ave","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","19",""
"2017","Dean Office Fox Sch-Bus Mgmt","1810 Liacouras Walk # 362","19122","Verified","822101","Schools-Universities & Colleges Academic","61131009","Colleges, Universities, And Professional Schools","10 to 19","Single Loc","26","1918"
"2017","Dede, Gayle","1701 N 13th St # 110","19122","Verified","804925","Speech Pathologists","62134009","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","9",""
"2017","Demarest Architecture","1400 N American St # 406","19122","Verified","871202","Architects","54131001","Architectural Services","5 to 9","Single Loc","13",""
"2017","Demaria Jr, Peter A MD","1810 Liacouras Walk # 5","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","14",""
"2017","Dendy Recreation Ctr","1555 N 10th St","19122","Verified","799951","Parks","71219004","Nature Parks And Other Similar Institutions","1 to 4","Single Loc","34",""
"2017","Derisory Designs Inc","1627 N 2nd St # 130","19122","Verified","733609","Silk Screen Printing","54143015","Graphic Design Services","5 to 9","Single Loc","15",""
"2017","Di Mino, John MD","1810 Liacouras Walk # 5","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","13",""
"2017","Diamond Club","1913 N Broad St","19122","Verified","899999","Services NEC","54199009","All Other Professional, Scientific, And Technical","20 to 49","Single Loc","20",""
"2017","Diamond Club Catering","1913 N Broad St","19122","Verified","581212","Caterers","72232001","Caterers","20 to 49","Single Loc","42",""
"2017","Diamond Cutz","1000 Diamond St # 106","19122","Verified","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","12",""
"2017","Diamond Green Apts","1000 Diamond St","19122","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","10 to 19","Single Loc","12","1979"
"2017","Do Well Cleaners","505 W Susquehanna Ave","19122","Verified","721201","Cleaners","81232002","Drycleaning And Laundry Services (Except Coin-Oper","1 to 4","Single Loc","42",""
"2017","Dollface Studio's","1639 N Hancock St # 408","19122","Verified","722101","Photographers-Portrait","54192110","Photography Studios, Portrait","1 to 4","Single Loc","19",""
"2017","Dooley Team","1910 N Front St","19122","Verified","865101","Political Organizations","81394003","Political Organizations","1 to 4","Single Loc","17",""
"2017","Dos Santos & Construction","1706 N 2nd St","19122","Verified","152144","Construction Companies","23611512","New Single-Family Housing Construction (Except For","1 to 4","Single Loc","11",""
"2017","Double M Auto Sales","182 W Berks St","19122","Verified","551103","","","","1 to 4","Single Loc","15",""
"2017","Dr Muneerah Wakeel Funeral Svc","1403 N Franklin St","19122","Verified","726103","Funeral Directors","81221002","Funeral Homes And Funeral Services","1 to 4","Single Loc","11",""
"2017","Drexel Foods Inc","1705 N American St","19122","Verified","201104","Meat Products (Mfrs)","31161103","Animal (Except Poultry) Slaughtering","20 to 49","Single Loc","30",""
"2017","Drueding Center Project","1401 N Lawrence St","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","17",""
"2017","Drueding Center Project Rnbw","413 W Master St","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","50 to 99","Branch","39",""
"2017","Dubitzky, Emily Carla","1900 N 9th St # 104","19122","Verified","832221","Social Workers","62133003","Offices Of Mental Health Practitioners (Except Phy","1 to 4","Single Loc","10",""
"2017","E & J Grocers","642 Diamond St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","14",""
"2017","E G Emil's Inc","1344 N American St","19122","Verified","514402","Poultry Services (Whls)","42444002","Poultry And Poultry Product Merchant Wholesalers","20 to 49","Single Loc","14","1987"
"2017","Early Literacy Acad Child Care","1601 N 4th St","19122","Verified","835101","Child Care Service","62441003","Child Care Services","5 to 9","Single Loc","11",""
"2017","East Coast Tropicals Inc","1615 N Hancock St","19122","Verified","514801","Fruits & Vegetables-Wholesale","42448009","Fresh Fruit And Vegetable Merchant Wholesalers","5 to 9","Single Loc","32",""
"2017","Eddie's Pizza","1835 N 12th St","19122","Verified","581222","Pizza","72251115","Full-Service Restaurants","1 to 4","Single Loc","29",""
"2017","Education Plus Inc","100 W Oxford St # E1100","19122","Verified","809906","Health Information & Referral Programs","62199918","All Other Miscellaneous Ambulatory Health Care Ser","5 to 9","Single Loc","12",""
"2017","Education Project","1701 N 6th St # 302","19122","Verified","829929","Educational Service-Business","61171003","Educational Support Services","10 to 19","Single Loc","11",""
"2017","Edward H Meyer & Son Realtors","1440 N 2nd St # 1","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","42",""
"2017","Einstein Bros Bagels","1755 N 13th St","19122","Verified","546101","Bagels","72251502","Snack And Nonalcoholic Beverage Bars","10 to 19","Branch","12",""
"2017","El Greco Pizza & Luncheonette","1500 N 2nd St","19122","Verified","581222","Pizza","72251115","Full-Service Restaurants","1 to 4","Single Loc","42",""
"2017","Electric Garden","1714 N Mascher St","19122","Verified","173101","Electric Contractors","23821007","Electrical Contractors And Other Wiring Installati","1 to 4","Single Loc","9",""
"2017","Ellucian","1803 N Broad St","19122","Verified","573418","Computer Software Application Svc Prvdrs","44921083","Electronics And Appliance Retailers","5 to 9","Branch","15",""
"2017","Elsabor Restaurant","176 Diamond St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","38",""
"2017","Empire Multi Svc LLC","1841 N 2nd St","19122","Verified","874201","Business Management Consultants","54161401","Process, Physical Distribution, And Logistics Cons","1 to 4","Single Loc","16",""
"2017","Ernie's Lunch Truck","1304 W Montgomery Ave","19122","Verified","799921","Concessionaires","71119005","Other Performing Arts Companies","1 to 4","Single Loc","24","2002"
"2017","Espinal Grocery","2001 N 8th St","19122","Verified","541103","Convenience Stores","44513101","Convenience Retailers","1 to 4","Single Loc","22","2004"
"2017","Fair Deal Heating & Cooling","1423 N Lawrence St","19122","Verified","171102","Heating Contractors","23822020","Plumbing, Heating, And Air-Conditioning Contractor","5 to 9","Single Loc","10",""
"2017","Fame's Famous Pizza","1835 N 12th St # 99","19122","Verified","581222","Pizza","72251115","Full-Service Restaurants","1 to 4","Single Loc","29",""
"2017","Fast Cash","642 Diamond St","19122","Verified","614101","Loans","52229103","Consumer Lending","1 to 4","Single Loc","17",""
"2017","Father & Son Auto Glass Repair","2100 N 2nd St","19122","Verified","523110","Glass-Auto Plate & Window & Etc","44418031","Other Building Material Dealers","1 to 4","Single Loc","19",""
"2017","Feast Your Eyes Catering Inc","1750 N Front St","19122","Verified","581234","","","","5 to 9","Single Loc","12","1982"
"2017","Feast Your Eyes Inc","1750 N Front St","19122","Verified","581212","Caterers","72232001","Caterers","20 to 49","Single Loc","37","1980"
"2017","Financial Management Assn","1810 N 13th St","19122","Verified","861102","Associations","81391002","Business Associations","1 to 4","Single Loc","11",""
"2017","Finanta","1301 N 2nd St","19122","Verified","999966","Federal Government Contractors","99999005","Unclassified Establishments","5 to 9","Single Loc","15",""
"2017","Fiorilli Millwork","1619 N American St","19122","Verified","243102","Millwork (Mfrs)","32191806","Other Millwork (Including Flooring)","1 to 4","Single Loc","31",""
"2017","First Class Auto","1360 N American St","19122","Verified","551102","Automobile Dealers-New Cars","44111001","New Car Dealers","1 to 4","Single Loc","13",""
"2017","First N Fresh","1626 N American St","19122","Verified","581212","Caterers","72232001","Caterers","5 to 9","Single Loc","14",""
"2017","Fishtown Bikes-N-Beans","1321 N Front St","19122","Verified","571216","Furniture-Dealers-Retail","44911012","Furniture Retailers","1 to 4","Single Loc","11",""
"2017","Flixfling","1600 N 5th St","19122","Verified","599926","Pictures","45521936","All Other General Merchandise Retailers","10 to 19","Single Loc","13","2009"
"2017","Four Financial Consumer Disc","2101 Germantown Ave","19122","Verified","628203","Financial Advisory Services","52394006","Portfolio Management And Investment Advice","5 to 9","Single Loc","10",""
"2017","Fox School Of Bus Temple Univ","1801 Liacouras Walk # 701","19122","Verified","822101","Schools-Universities & Colleges Academic","61131009","Colleges, Universities, And Professional Schools","10 to 19","Branch","12","2005"
