"Version Year","Company Name","Address","ZIP Code","Record Type","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Range","Location Type","Years In Database","Year Established"
"2022","I & T Limousine Svc","2033 N 2nd St","19122","Verified","411903","Limousine Service","48532002","Limousine Service","5 to 9","Single Loc","12",""
"2022","I Care Home Health LLC","1706 N 2nd St","19122","Verified","808201","Home Health Service","62161001","Home Health Care Services","1 to 4","Single Loc","11","2015"
"2022","Ic Starters & Alternators","310 W Susquehanna Ave","19122","Verified","753801","Automobile Repairing & Service","81111104","General Automotive Repair","1 to 4","Single Loc","21",""
"2022","Icare Home Health","1529 N Philip St Ofc","19122","Verified","808201","Home Health Service","62161001","Home Health Care Services","10 to 19","Single Loc","11",""
"2022","Impact Hub Philly","1227 N 4th St","19122","Verified","738944","Events-Special","71131004","Promoters Of Performing Arts, Sports, And Similar","5 to 9","Single Loc","11",""
"2022","Indigo","1400 N American St # 104","19122","Verified","599969","Art Galleries & Dealers","45992002","Art Dealers","1 to 4","Single Loc","14","1987"
"2022","Info1d24ksound.Com","1800 N Front St","19122","Verified","731917","Advertising-Computer","54189002","Other Services Related To Advertising","10 to 19","Single Loc","12",""
"2022","Inliquid","1400 N American St # 314","19122","Verified","839919","Charitable Institutions","81331104","Human Rights Organizations","5 to 9","Single Loc","19","1999"
"2022","Inside Out Ctr","1938 Liacouras Walk # 301","19122","Verified","821108","Educational Programs","61169103","Exam Preparation And Tutoring","10 to 19","Single Loc","14","1997"
"2022","Insomnia Cookies","1394 Cecil B Moore Ave","19122","Verified","546102","Bakers-Retail","31181102","Retail Bakeries","1 to 4","Branch","5",""
"2022","Insomnia Cookies","1601 N Broad St","19122","Verified","546102","Bakers-Retail","31181102","Retail Bakeries","1 to 4","Branch","8",""
"2022","Institute On Disabilities","1755 N 13th St # 430","19122","Verified","822113","University-College Dept/Facility/Office","61131013","Colleges, Universities, And Professional Schools","20 to 49","Branch","17","1974"
"2022","Intect Construction","1101 Cecil B Moore Ave","19122","Verified","152144","Construction Companies","23611512","New Single-Family Housing Construction (Except For","1 to 4","Single Loc","8",""
"2022","Interface Studio Architects","1400 N American St # 301","19122","Verified","871202","Architects","54131001","Architectural Services","5 to 9","Single Loc","17",""
"2022","Interfaith Philadelphia","100 W Oxford St # E1300","19122","Verified","829972","Education Centers","61171001","Educational Support Services","1 to 4","Single Loc","22",""
"2022","International Bar","1624 N Front St","19122","Verified","581301","Bars","72241001","Drinking Places (Alcoholic Beverages)","5 to 9","Single Loc","5",""
"2022","International Collision","1508 N American St","19122","Verified","753201","Automobile Body-Repairing & Painting","81112102","Automotive Body, Paint, And Interior Repair And Ma","1 to 4","Single Loc","12",""
"2022","Interstate Outdoor Advertising","1400 N 2nd St","19122","Verified","874214","Marketing Consultants","54161302","Marketing Consulting Services","10 to 19","Single Loc","9",""
"2022","Invincible Pictures","1600 N 5th St","19122","Verified","504303","Motion Picture Film (Whls)","42341005","Photographic Equipment And Supplies Merchant Whole","10 to 19","Single Loc","7",""
"2022","Iron Studio LTD","1333 N Mascher St","19122","Verified","899907","Sculptors","71151030","Independent Artists, Writers, And Performers","10 to 19","Single Loc","23","1999"
"2022","Jaryi Family Holding LLC","1500 N 5th St","19122","Verified","671901","Holding Companies (Non-Bank)","55111201","Offices Of Other Holding Companies","1 to 4","Single Loc","12",""
"2022","Jasper Studios","1639 N Hancock St # 101","19122","Verified","738947","Recording Studios","51224002","Sound Recording Studios","1 to 4","Single Loc","9",""
"2022","Jc Investment Co Inc","1200 Germantown Ave","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","18",""
"2022","Jefferson Hold Co","900 W Jefferson St","19122","Verified","811103","Attorneys","54111002","Offices Of Lawyers","5 to 9","Single Loc","10",""
"2022","Jewish Family & Children's Svc","1501 N Broad St # 14","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","8","2018"
"2022","Jicome Mini Market","2063 N 8th St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","12",""
"2022","Jidan Cleaning","1639 N Hancock St","19122","Verified","734902","Janitor Service","56172001","Janitorial Services","5 to 9","Single Loc","12",""
"2022","Jig Inc","111 W Norris St","19122","Verified","839998","Non-Profit Organizations","81331908","Other Social Advocacy Organizations","5 to 9","Single Loc","10",""
"2022","Jld Management Group LLC","1819 N Marshall St","19122","Verified","874130","Management Services","56111022","Office Administrative Services","1 to 4","Single Loc","7","2019"
"2022","Joel's Auto Repair","191 W Berks St","19122","Verified","753801","Automobile Repairing & Service","81111104","General Automotive Repair","1 to 4","Single Loc","20",""
"2022","Journal For Neurovirology","1900 N 12th St","19122","Verified","272198","Periodicals-Publishing & Printing (Mfrs)","51312003","Periodical Publishers","10 to 19","Single Loc","9",""
"2022","Journal Of Ecumenical Studies","1114 W Berks St # 511","19122","Verified","594201","Book Dealers-Retail","45921005","Book Retailers And News Dealers","1 to 4","Single Loc","15","1990"
"2022","Julenia's Food Market","601 W Norris St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","7","2019"
"2022","Justmaybeco","100 W Oxford St # E1500","19122","Verified","873201","Educational Research","54172001","Research And Development In The Social Sciences An","5 to 9","Single Loc","9",""
"2022","Keller, Colleen","2000 N 7th St # 315","19122","Verified","832221","Social Workers","62133003","Offices Of Mental Health Practitioners (Except Phy","","Single Loc","4",""
"2022","Ken Care Clinic","136 Diamond St","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","11",""
"2022","Ken Care Clinic","136 Diamond St","19122","Verified","804301","Podiatrists","62139103","Offices Of Podiatrists","1 to 4","Single Loc","11",""
"2022","Ken Care Clinic","136 Diamond St","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","13",""
"2022","Kenndy Groceries","643 W Oxford St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","11",""
"2022","Kensington Hospital","136 Diamond St","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","11",""
"2022","Kensington Hospital","136 Diamond St","19122","Verified","806202","Hospitals","62211002","General Medical And Surgical Hospitals","100 to 249","Single Loc","30",""
"2022","Kensington South Cmnty Devmnt","1627 N 2nd St","19122","Verified","839998","Non-Profit Organizations","81331908","Other Social Advocacy Organizations","5 to 9","Single Loc","8","2018"
"2022","Kensington South Neighborhood","1511 N Philip St","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","11",""
"2022","Kensington South Neighborhood","1301 N 2nd St","19122","Verified","861102","Associations","81391002","Business Associations","1 to 4","Single Loc","33",""
"2022","Kfn Holdings LLC","1250 N Front St","19122","Verified","999966","Federal Government Contractors","99999005","Unclassified Establishments","5 to 9","Single Loc","5",""
"2022","Kitchen Aid Appliance Masters","1745 N 2nd St","19122","Verified","762902","Appliances-Household-Major-Repairing","81141201","Appliance Repair And Maintenance","5 to 9","Single Loc","8",""
"2022","Krapf, Rylie","1801 N Broad St","19122","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","8",""
"2022","Kristina Pizza","1901 N Mascher St","19122","Verified","581222","Pizza","72251115","Full-Service Restaurants","1 to 4","Single Loc","31",""
"2022","L M Auto Repair","1404 N 7th St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","24",""
"2022","L T Laundromat","184 Diamond St","19122","Verified","721101","Laundries","81232001","Drycleaning And Laundry Services (Except Coin-Oper","1 to 4","Single Loc","19",""
"2022","LA Cienaga Deli Grocery","601 Cecil B Moore Ave","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","18",""
"2022","LA Jova Grocery Store","1501 N 4th St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","29",""
"2022","LA Preciosa","2111 Germantown Ave","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","14",""
"2022","Lagan Properties LLC","1319 N Franklin St","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","13",""
"2022","Lamp Factory","1700 N 5th St","19122","Verified","571927","Lamps & Lamp Shades-Retail","44912942","All Other Home Furnishings Retailers","1 to 4","Single Loc","13",""
"2022","Language Of Wine","2020 N 13th St # Ah120","19122","Verified","592103","Wines-Retail","44532005","Beer, Wine, And Liquor Retailers","5 to 9","Single Loc","11",""
"2022","Lantigua Grocery","1701 N 3rd St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","15",""
"2022","Large, Amanda M","1516 N 5th St # 401","19122","Verified","804922","Psychologists","62139936","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","6",""
"2022","Laser Wolf","1301 N Howard St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","6",""
"2022","Law Offices Of Nick R Masino","1201 N 3rd St","19122","Verified","811103","Attorneys","54111002","Offices Of Lawyers","5 to 9","Single Loc","8",""
"2022","Lechonera Principe","235 Cecil B Moore Ave","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","","Single Loc","4",""
"2022","Lenslends","1600 N 5th St # 312","19122","Verified","735910","Rental Service-Stores & Yards","53231003","General Rental Centers","5 to 9","Single Loc","9",""
"2022","Leon H Sullivan Charitable","1415 N Broad St # 226","19122","Verified","869903","Organizations","81341018","Civic And Social Organizations","5 to 9","Single Loc","14","2000"
"2022","Libertad Lounge","1601 N 5th St","19122","Verified","581303","Cocktail Lounges","72241003","Drinking Places (Alcoholic Beverages)","1 to 4","Single Loc","21",""
"2022","Liberty Choice","1939 N Front St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","14","2012"
"2022","Lightfast Design & Build LLC","2137 N American St","19122","Verified","154213","Building Contractors","23622005","Commercial And Institutional Building Construction","1 to 4","Single Loc","12",""
"2022","Literate Earth Project Inc","1730 N 5th St # 107","19122","Verified","839998","Non-Profit Organizations","81331908","Other Social Advocacy Organizations","5 to 9","Single Loc","8",""
"2022","Liz Kinder Ceramics","111 W Norris St","19122","Verified","835101","Child Care Service","62441003","Child Care Services","5 to 9","Single Loc","14",""
"2022","Lj Auto Body & Repair Ctr","1907 N 2nd St","19122","Verified","753201","Automobile Body-Repairing & Painting","81112102","Automotive Body, Paint, And Interior Repair And Ma","1 to 4","Single Loc","18",""
"2022","Lodwick, Kathryn","1516 N 5th St # 401","19122","Verified","832282","Counselors","62419036","Other Individual And Family Services","1 to 4","Single Loc","5",""
"2022","Lokal Hotel","1421 N Front St","19122","Verified","701101","Hotels & Motels","72111002","Hotels (Except Casino Hotels) And Motels","10 to 19","Single Loc","6",""
"2022","Lost Bread Co","1313 N Howard St","19122","Verified","546102","Bakers-Retail","31181102","Retail Bakeries","","Single Loc","4",""
"2022","Lovey Sweet Home Care Svc","1613 Germantown Ave # 107","19122","Verified","808201","Home Health Service","62161001","Home Health Care Services","","Single Loc","5",""
"2022","Ludlow Boys Club-Girls Club","Po Box 16568","19122","Verified","832294","Community Centers","62411011","Child And Youth Services","1 to 4","Single Loc","8",""
"2022","Luna Caf & Provisions","1700 N 3rd St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","5 to 9","Single Loc","8","2018"
"2022","Lynford Woodshop","2131 N American St","19122","Verified","175106","Woodworkers","23835013","Finish Carpentry Contractors","5 to 9","Single Loc","10",""
"2022","M J I Contracting Inc","1339 N Front St","19122","Verified","738999","Business Services NEC","56199001","All Other Support Services","1 to 4","Single Loc","12",""
"2022","M P E-9 Inc","1932 Liacouras Walk","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","12",""
"2022","Maas Building","1325 N Randolph St","19122","Verified","154213","Building Contractors","23622005","Commercial And Institutional Building Construction","1 to 4","Single Loc","14",""
"2022","Maisie Capital Investments LLC","1218 N Marshall St","19122","Verified","621111","Investments","52391001","Miscellaneous Intermediation","5 to 9","Single Loc","11",""
"2022","Makhani, Alysia A","100 W Oxford St","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","6",""
"2022","Mandumedia LLC","1400 N American St # 302","19122","Verified","874899","Consultants-Business NEC","54161830","Other Management Consulting Services","1 to 4","Single Loc","14",""
"2022","Marguerite Rodgers LTD","2131 N American St","19122","Verified","738902","Interior Decorators Design & Consultants","54141003","Interior Design Services","1 to 4","Single Loc","6",""
"2022","Maria Mack Photography","1639 N Hancock St","19122","Verified","738944","Events-Special","71131004","Promoters Of Performing Arts, Sports, And Similar","5 to 9","Single Loc","14",""
"2022","Marshannie's Home Care LLC","2143 N Front St","19122","Verified","808201","Home Health Service","62161001","Home Health Care Services","10 to 19","Single Loc","8","2018"
"2022","Masia & Samuel Trucking Co","2016 N Hancock St","19122","Verified","421304","Trucking","48423013","Specialized Freight (Except Used Goods) Trucking,","1 to 4","Single Loc","20",""
"2022","Mason, Paige","1227 N 7th St # 3f","19122","Verified","832221","Social Workers","62133003","Offices Of Mental Health Practitioners (Except Phy","1 to 4","Single Loc","7",""
"2022","Materials Conservation Cllbrtv","1625 N Howard St","19122","Verified","951203","County Government-Land/Mineral/Wildlife/Fores","92412002","Administration Of Conservation Programs","20 to 49","Single Loc","18",""
"2022","Maxi's Pizza Subs & Bar","1926 Liacouras Walk","19122","Verified","581222","Pizza","72251115","Full-Service Restaurants","5 to 9","Single Loc","15",""
"2022","Mazzola & Co Inc","1516 N 5th St # 503","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","9",""
"2022","Mc Donald's","1201 N Broad St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","50 to 99","Branch","25",""
"2022","Mc Donald's","2109 N Broad St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","50 to 99","Branch","40",""
"2022","MD Co Pharmacy","1641 N Franklin St","19122","Verified","591205","Pharmacies","45611009","Pharmacies And Drug Retailers","10 to 19","Single Loc","42",""
"2022","Melendez, Gabriella I","100 W Oxford St","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","","Single Loc","4",""
"2022","Meridian Home Care LLC","150 Cecil B Moore Ave","19122","Verified","808201","Home Health Service","62161001","Home Health Care Services","10 to 19","Single Loc","6","2020"
"2022","Mid-Atlantic Distribution Svc","1801 N 5th St","19122","Verified","731908","Distribution Services","54187005","Advertising Material Distribution Services","10 to 19","Single Loc","14",""
"2022","Midtown Parish Cmnty Devmnt","718 W Norris St","19122","Verified","839998","Non-Profit Organizations","81331908","Other Social Advocacy Organizations","5 to 9","Single Loc","12",""
"2022","Midtown Parish United Mthdst","718 W Norris St","19122","Verified","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","29",""
"2022","Mike's Automotive","1837 N 2nd St","19122","Verified","753201","Automobile Body-Repairing & Painting","81112102","Automotive Body, Paint, And Interior Repair And Ma","1 to 4","Single Loc","33",""
"2022","Miller, Sydnee R","1101 W Montgomery Ave","19122","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","","Single Loc","5",""
"2022","Mills, Steven L MD","801 W Girard Ave","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","13",""
"2022","Millstone Spirits Group LLC","1431 N Cadwallader St","19122","Verified","592102","Liquors-Retail","44532004","Beer, Wine, And Liquor Retailers","5 to 9","Single Loc","12",""
"2022","Mimada Beauty Bazaar","1834 N Mutter St","19122","Verified","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","15",""
"2022","Ming River Chinese Restaurant","108 W Susquehanna Ave","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","19",""
"2022","Mister Pan","151 W Norris St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","37",""
"2022","Moon, Steven J OD","1501 N Broad St # 7","19122","Verified","804201","Optometrists OD","62132003","Offices Of Optometrists","1 to 4","Single Loc","7",""
"2022","Morley, Meghan","1201 N 3rd St # 315","19122","Verified","832282","Counselors","62419036","Other Individual And Family Services","","Single Loc","4",""
"2022","Mr Ley Seafood Trading","1800 N American St","19122","Verified","542101","Seafood-Retail","44525004","Fish And Seafood Retailers","1 to 4","Single Loc","12",""
"2022","Mr Schultz Viking Svc","1554 N 5th St","19122","Verified","899999","Services NEC","54199009","All Other Professional, Scientific, And Technical","1 to 4","Single Loc","8",""
"2022","Mt Zion United Methodist Chr","1530 N 11th St","19122","Verified","866107","Churches","81311008","Religious Organizations","10 to 19","Single Loc","24",""
"2022","Myers Constructs Inc","1400 N American St # 208","19122","Verified","152103","General Contractors","23611505","New Single-Family Housing Construction (Except For","5 to 9","Single Loc","29",""
"2022","Naaapi","1231 N Broad St","19122","Verified","861102","Associations","81391002","Business Associations","1 to 4","Single Loc","16",""
"2022","Nail Image","1501 N Broad St","19122","Verified","723102","Manicuring","81211302","Nail Salons","1 to 4","Single Loc","9",""
"2022","Nair, Sinu S","820 W Thompson Street","19122","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","","Single Loc","5",""
"2022","National Black Leadership Int","1415 N Broad St # 221b","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","18",""
"2022","Nationwide Insurance","1200 N 5th St","19122","Verified","641112","Insurance","52421001","Insurance Agencies And Brokerages","1 to 4","Branch","8",""
"2022","Ncs Supply Inc","1603 N American St","19122","Verified","154213","Building Contractors","23622005","Commercial And Institutional Building Construction","1 to 4","Single Loc","17",""
"2022","Neighborhood Meat Mkt","1915 N 6th St","19122","Verified","514706","Pork Dealers-Wholesale","42447006","Meat And Meat Product Merchant Wholesalers","10 to 19","Single Loc","23",""
"2022","Neighbors Quality Home Care","1653 N 7th St","19122","Verified","808201","Home Health Service","62161001","Home Health Care Services","10 to 19","Single Loc","6",""
"2022","Neil Levenson Dba","2024 N 2nd St","19122","Verified","531104","Retail Shops","45511003","Department Stores","5 to 9","Single Loc","17",""
"2022","New Paradise Laboratories","1325 N Randolph St","19122","Verified","792233","Performing Arts","71111010","Theater Companies And Dinner Theaters","1 to 4","Single Loc","13","1996"
"2022","New Stars LLC","1603 N 5th St","19122","Verified","735910","Rental Service-Stores & Yards","53231003","General Rental Centers","5 to 9","Single Loc","14",""
"2022","New Vision Auto Care-Used Car","2109 N 10th St","19122","Verified","552198","Automobile/Trucks Dealers-Used","44112003","Used Car Dealers","1 to 4","Single Loc","15",""
"2022","Nicholson Lab","1900 N 12th St","19122","Verified","873104","Laboratories","54171414","Research And Development In Biotechnology (Except","20 to 49","Single Loc","10",""
"2022","Nophut, Joseph M","1333 N Front St","19122","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","7",""
"2022","Norris Square Automotive","500 W Norris St","19122","Verified","753801","Automobile Repairing & Service","81111104","General Automotive Repair","1 to 4","Single Loc","6","2020"
"2022","Norris Square Childrens Ctr","2011 N Mascher St","19122","Verified","835101","Child Care Service","62441003","Child Care Services","50 to 99","Single Loc","25","1983"
"2022","Norris Square Cmnty Alliance","174 Diamond St","19122","Verified","861102","Associations","81391002","Business Associations","10 to 19","Single Loc","40","1983"
"2022","Norris Square Neighborhood","2141 N Howard St","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","17","1973"
"2022","Norris Square Senior Ctr","2121 N Howard St Ofc","19122","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","16",""
"2022","Norris Square Senior Housing","2121-37 North Howard St","19122","Verified","999966","Federal Government Contractors","99999005","Unclassified Establishments","5 to 9","Single Loc","5",""
"2022","Norris Square Senior Housing","2121 N Howard St","19122","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","25",""
"2022","North Central Victim Svc","1415 N Broad St","19122","Verified","899999","Services NEC","54199009","All Other Professional, Scientific, And Technical","1 to 4","Single Loc","7",""
"2022","North East Treatment Ctr","2005 N 2nd St","19122","Verified","832222","Youth Organizations & Centers","62411006","Child And Youth Services","20 to 49","Branch","42","1970"
"2022","North Liberty Cleaning Svc","1706 N 2nd St","19122","Verified","734902","Janitor Service","56172001","Janitorial Services","5 to 9","Single Loc","10",""
"2022","North Philadelphia Health Syst","801 W Girard Ave","19122","Verified","806202","Hospitals","62211002","General Medical And Surgical Hospitals","250 to 499","Headquarter","10",""
"2022","North Philadelphia Health Syst","801 W Girard Ave","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","12",""
"2022","North Philadelphia Health Syst","801 W Girard Ave # 2","19122","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","13",""
"2022","North Philadelphia Locksmith","1319 N 6th St","19122","Verified","769962","Locks & Locksmiths","56162204","Locksmiths","1 to 4","Single Loc","8",""
"2022","North Philly Pharmacy","118 Diamond St","19122","Verified","591205","Pharmacies","45611009","Pharmacies And Drug Retailers","5 to 9","Single Loc","20",""
"2022","North, Hannah","1613 Germantown Ave","19122","Verified","832282","Counselors","62419036","Other Individual And Family Services","","Single Loc","4",""
"2022","Northern Liberties Auto Repair","1555 N 5th St","19122","Verified","753301","Mufflers & Exhaust Systems-Engine","81111402","Specialized Automotive Repair","1 to 4","Single Loc","18",""
"2022","Northern Liberty Press LLC","1223 N Mascher St","19122","Verified","272198","Periodicals-Publishing & Printing (Mfrs)","51312003","Periodical Publishers","1 to 4","Single Loc","23","2003"
"2022","Northern Light Group LLC","111 W Norris St","19122","Verified","229701","Nonwoven Fabrics (Mfrs)","31323002","Nonwoven Fabric Mills","10 to 19","Single Loc","18",""
"2022","Northern Light Group LLC","2011 N Howard St # 2021","19122","Verified","999966","Federal Government Contractors","99999005","Unclassified Establishments","5 to 9","Single Loc","13","1978"
"2022","Nxg Hauling LLC","2009 N Mascher St","19122","Verified","421201","Trucking-Contract Hauling","48411015","General Freight Trucking, Local","1 to 4","Single Loc","7",""
"2022","Ocean Tents & Party Rentals","1750 N Front St","19122","Verified","735905","Camping Equipment-Renting","53228904","All Other Consumer Goods Rental","5 to 9","Single Loc","8",""
"2022","Oic Of America Inc","1415 N Broad St # 227","19122","Verified","839998","Non-Profit Organizations","81331908","Other Social Advocacy Organizations","20 to 49","Single Loc","31","1964"
"2022","Oic Of Philadelphia","1231 N Broad St # 4","19122","Verified","824903","Schools-Trade & Vocational","61151916","Other Technical And Trade Schools","20 to 49","Single Loc","39","1964"
"2022","Old City Movers Inc","1425 N 2nd St","19122","Verified","421401","Movers","48411009","General Freight Trucking, Local","5 to 9","Single Loc","13","2006"
"2022","Onion Flats LLC","111 W Norris St","19122","Verified","655202","Real Estate Developers","23721005","Land Subdivision","5 to 9","Single Loc","17",""
"2022","Only The Best Pro Barber Shop","2115 N Front St","19122","Verified","724101","Barbers","81211101","Barber Shops","1 to 4","Single Loc","12",""
"2022","Opportunities","1231 N Broad St # 4","19122","Verified","999966","Federal Government Contractors","99999005","Unclassified Establishments","5 to 9","Single Loc","5",""
"2022","Opportunities","1415 N Broad St # 227","19122","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","11","1964"
"2022","Oren's Brothers Real","1000 Diamond St","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","10 to 19","Single Loc","13",""
"2022","Orens Brothers Inc","1000 Diamond St","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","14",""
"2022","Orens Brothers Real Estate Inc","1000 Diamond St","19122","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","12",""
"2022","Orient Express","1835 N 12th St","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","30","1996"
"2022","Ortega Grocers Inc","312 W Norris St","19122","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","10","2015"
"2022","Owl Cappella","1301 N 13th St","19122","Verified","864108","Clubs","81341004","Civic And Social Organizations","1 to 4","Single Loc","12",""
"2022","Oxford Auto Ctr","1533 N 2nd St","19122","Verified","754903","Automobile Lubrication Service","81119101","Automotive Oil Change And Lubrication Shops","1 to 4","Single Loc","22",""
"2022","Palante Psychotherapy LLC","1325 N Randolph St","19122","Verified","804924","Psychotherapists","62133001","Offices Of Mental Health Practitioners (Except Phy","","Single Loc","4",""
"2022","Pamm Resources","2152 N Front St","19122","Verified","806301","Mental Health Services","62221001","Psychiatric And Substance Abuse Hospitals","10 to 19","Single Loc","27","1999"
"2022","Panda Express","1620 N Park Ave","19122","Verified","581208","Restaurants","72251117","Full-Service Restaurants","10 to 19","Branch","6",""
