Version Year,Company Name,Address,ZIP Code,Record Type,Primary SIC Code,Primary SIC Description,Primary NAICS,Primary NAICS Description,Location Employee Size Range,Location Type,Years In Database,Year Established
2022,American Metal Moulding Corp,1801 N American St,19122,Verified,571211,Kitchen Cabinets & Equipment-Household,33711006,Wood Kitchen Cabinet And Countertop Manufacturing,20 to 49,Single Loc,29,2010
2022,American Vinyl Products Inc,1426 N Front St,19122,Verified,571969,Window Treatments,44912970,All Other Home Furnishings Retailers,10 to 19,Single Loc,29,1966
2022,Andrea Grocery,147 W Norris St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,8,
2022,Andy & Fred Torres,1919 N 2nd St,19122,Verified,753801,Automobile Repairing & Service,81111104,General Automotive Repair,1 to 4,Single Loc,22,
2022,Anniemac Home Mortgage,1516 N 5th St # 104,19122,Verified,616201,Real Estate Loans,52229202,Real Estate Credit,10 to 19,Branch,10,
2022,Apm,1900 N 9th St # 102,19122,Verified,152105,Home Improvements,23611816,Residential Remodelers,1 to 4,Single Loc,28,
2022,Arab-American Development Corp,1501 Germantown Ave,19122,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,10 to 19,Single Loc,13,
2022,Arts Business Council-Greater,1417 N 2nd St,19122,Verified,841202,Arts Organizations & Information,71211004,Museums,1 to 4,Single Loc,8,
2022,Artwell,100 W Oxford St # E201,19122,Verified,869999,Membership Organizations NEC,81341020,Civic And Social Organizations,5 to 9,Single Loc,11,2000
2022,Artwell Collaborative Inc,100 W Oxford St # E1200,19122,Verified,999966,Federal Government Contractors,99999005,Unclassified Establishments,5 to 9,Single Loc,5,
2022,Askani Auto Inspections,1721 N 2nd St,19122,Verified,754908,Automobile Inspection Stations-New/Used,81119804,All Other Automotive Repair And Maintenance,1 to 4,Single Loc,12,
2022,Asociacion De Puertorriquenos,1900 N 9th St # 102,19122,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,10 to 19,Single Loc,22,2012
2022,Asociacion Puertorriquenos Apm,600 Diamond St,19122,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,5 to 9,Single Loc,30,
2022,Atla Group LTD,1700 N 5th St # 4b,19122,Verified,999966,Federal Government Contractors,99999005,Unclassified Establishments,5 to 9,Single Loc,5,
2022,Atlantic Diagnostic Labs Inc,136 Diamond St,19122,Verified,807101,Laboratories-Medical,62151106,Medical Laboratories,10 to 19,Single Loc,15,
2022,Atlantic Diagnostics Labs Inc,136 Diamond St,19122,Verified,802101,Dentists,62121003,Offices Of Dentists,1 to 4,Single Loc,14,
2022,August Homecare Agency LLC,1811 N Franklin St # 2,19122,Verified,808201,Home Health Service,62161001,Home Health Care Services,,Single Loc,5,
2022,Avant Gardens Inc,1848 N Front St,19122,Verified,078204,Landscape Contractors,56173009,Landscaping Services,5 to 9,Single Loc,19,1982
2022,Bach Festival Of Philadelphia,1400 N American St # 412,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,1 to 4,Single Loc,26,
2022,Backseat Conceptions LLC,1600 N 5th St,19122,Verified,781217,Production Services,51211017,Motion Picture And Video Production,1 to 4,Single Loc,15,2003
2022,"Bader, Frederick C",1231 N Broad St # 5,19122,Verified,804922,Psychologists,62139936,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,10,
2022,Bahdee Bahdu,1522 N American St,19122,Verified,571979,Lighting,44912945,All Other Home Furnishings Retailers,1 to 4,Single Loc,23,
2022,Baker Garage Doors,1735 N 13th St,19122,Verified,521101,Doors-Garage,44418018,Other Building Material Dealers,5 to 9,Single Loc,13,
2022,"Barbosa, Malissa M Do",801 W Girard Ave,19122,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,6,
2022,Barnes & Noble Clg Booksellers,13th & Montgomery,19122,Verified,594201,Book Dealers-Retail,45921005,Book Retailers And News Dealers,1 to 4,Single Loc,7,
2022,Barnes & Noble College,1601 N Broad St,19122,Verified,594201,Book Dealers-Retail,45921005,Book Retailers And News Dealers,1 to 4,Single Loc,11,
2022,Barry Halkin Architectural Pht,2131 N American St,19122,Verified,733501,Photographers-Commercial,54192204,Commercial Photography,5 to 9,Single Loc,36,
2022,Based Appraisal,427 W Berks St,19122,Verified,738913,Appraisers,54199001,"All Other Professional, Scientific, And Technical",5 to 9,Single Loc,11,
2022,Bayada House Calls,100 W Oxford St # W-1200,19122,Verified,808201,Home Health Service,62161001,Home Health Care Services,,Branch,4,
2022,"Belfer, Allison OD",1501 N Broad St # 7,19122,Verified,804201,Optometrists OD,62132003,Offices Of Optometrists,1 to 4,Single Loc,7,
2022,Benja Styles,1627 N 2nd St,19122,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,11,
2022,Berkshaw Baltimore Invstmnt,1218 N Marshall St,19122,Verified,621111,Investments,52391001,Miscellaneous Intermediation,5 to 9,Single Loc,10,2016
2022,Bernard's Sign,1331 N Howard St,19122,Verified,399302,Signs (Mfrs),33995008,Sign Manufacturing,20 to 49,Single Loc,18,1939
2022,Beyond The Bars Inc,Po Box 3439,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,5 to 9,Single Loc,8,
2022,Bilbilonet LLC,1218 N Marshall St,19122,Verified,653118,Real Estate,53121003,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,11,
2022,Binsky & Snyder,2003 N 11th St,19122,Verified,874104,Construction Management,23799012,Other Heavy And Civil Engineering Construction,5 to 9,Single Loc,13,
2022,Biology Library,Biological Life Bldg 248,19122,Verified,823109,Libraries-Institutional,51921005,Libraries And Archives,1 to 4,Branch,30,
2022,Blackstone,1214 N American St,19122,Verified,811103,Attorneys,54111002,Offices Of Lawyers,20 to 49,Single Loc,8,
2022,Blaze Pizza,1100 W Montgomery Ave # C,19122,Verified,581222,Pizza,72251115,Full-Service Restaurants,1 to 4,Branch,11,
2022,Blockson Afro-American,1330 W Pollet Walk,19122,Verified,823109,Libraries-Institutional,51921005,Libraries And Archives,1 to 4,Branch,30,
2022,Blue Line Market,1832 N Front St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,12,
2022,Bodies In Motion Dance School,1000 Diamond St,19122,Verified,791101,Dancing Instruction,61161011,Fine Arts Schools,1 to 4,Single Loc,9,
2022,Bonnie Kaye Studio,1400 N 4th St # 3,19122,Verified,571929,Housewares-Retail,44912936,All Other Home Furnishings Retailers,1 to 4,Single Loc,11,
2022,Boom Room,1300 N Front St,19122,Verified,738947,Recording Studios,51224002,Sound Recording Studios,1 to 4,Single Loc,11,
2022,"Boos, Stanley MD",2046 Germantown Ave,19122,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,22,
2022,Borner Joseph III Used Car Prt,182 W Berks St,19122,Verified,552198,Automobile/Trucks Dealers-Used,44112003,Used Car Dealers,1 to 4,Single Loc,15,
2022,Bp,1201 N Broad St,19122,Verified,554101,Service Stations-Gasoline & Oil,45712003,Other Gasoline Stations,1 to 4,Branch,26,
2022,Bright Hope Baptist Chr Fed Cu,1130 Cecil B Moore Ave,19122,Verified,606101,Credit Unions,52213003,Credit Unions,1 to 4,Single Loc,15,
2022,Bright Hope Non-Profit Corp,1600 N 8th St,19122,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,10 to 19,Single Loc,13,
2022,Broad Street Health Ctr,1415 N Broad St # 224,19122,Verified,801104,Clinics,62111129,Offices Of Physicians (Except Mental Health Specia,10 to 19,Single Loc,30,
2022,Burger Tank,1225-1299 W Norris St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,,Single Loc,4,
2022,Business Line,1336 N 3rd St,19122,Verified,738999,Business Services NEC,56199001,All Other Support Services,1 to 4,Single Loc,6,
2022,Busy Stage Screen Printing,2101 Germantown Ave,19122,Verified,472402,Travel Agencies & Bureaus,56151007,Travel Agencies,5 to 9,Branch,10,
2022,Buzz Cafe,1800 N Howard St,19122,Verified,581228,Coffee Shops,72251505,Snack And Nonalcoholic Beverage Bars,1 to 4,Single Loc,14,
2022,C Erickson & Sons,170 W Berks St,19122,Verified,152144,Construction Companies,23611512,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,15,
2022,C G O Development LLC,104 Diamond St,19122,Verified,655202,Real Estate Developers,23721005,Land Subdivision,5 to 9,Single Loc,11,
2022,Campaign For Working Families,1415 N Broad St # 221a,19122,Verified,865101,Political Organizations,81394003,Political Organizations,1 to 4,Single Loc,10,
2022,Campus Education Institute,1939 N Howard St,19122,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,6,
2022,Campus Park East LLC,1923 N 7th St,19122,Verified,799951,Parks,71219004,Nature Parks And Other Similar Institutions,10 to 19,Single Loc,13,
2022,Campus Pizza,1000 Diamond St # 112,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,13,
2022,Care Plus Pharmacy,110 W Susquehanna Ave,19122,Verified,591205,Pharmacies,45611009,Pharmacies And Drug Retailers,20 to 49,Branch,12,
2022,Caring Hands Personal Hms Agcy,1539 N Philip St # 5,19122,Verified,152112,Home Builders,23611506,New Single-Family Housing Construction (Except For,,Single Loc,4,
2022,Ceiba Inc,174 Diamond St,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,5 to 9,Single Loc,32,1989
2022,Center For Student Missions,1755 N 13th St,19122,Verified,864103,Civic Organizations,81341001,Civic And Social Organizations,5 to 9,Single Loc,10,1988
2022,Cescaphe,1300 N Howard St,19122,Verified,791102,Ballrooms,71399005,All Other Amusement And Recreation Industries,10 to 19,Single Loc,14,
2022,Chaes Food,2100 N American St,19122,Verified,514704,Meat-Wholesale,42447005,Meat And Meat Product Merchant Wholesalers,10 to 19,Single Loc,17,
2022,Changing Tracks,1231 N Broad St # 2,19122,Verified,832222,Youth Organizations & Centers,62411006,Child And Youth Services,5 to 9,Single Loc,14,1999
2022,Changos Inc,1211 N 2nd St,19122,Verified,737206,Software/Application/Platform Publishing,51321005,Software Publishers,10 to 19,Single Loc,7,
2022,Charles Library,1900 N 13th St,19122,Verified,823109,Libraries-Institutional,51921005,Libraries And Archives,100 to 249,Subsidiary,30,1892
2022,Chase,1717 N 12th St # A,19122,Verified,602101,Banks,52211002,Commercial Banking,10 to 19,Branch,7,2019
2022,Chaudry & Assoc,136 Diamond St,19122,Verified,802101,Dentists,62121003,Offices Of Dentists,1 to 4,Single Loc,42,
2022,Chef's Design Inc,1627 Germantown Ave,19122,Verified,344414,Range Hoods & Canopies-Manufacturers,33243914,Other Metal Container Manufacturing,10 to 19,Single Loc,29,
2022,"Cheng, Allen Y MD",801 W Girard Ave,19122,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,,Single Loc,5,
2022,Chick-Fil-A,1601 N Broad St # Morgan,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,20 to 49,Branch,8,
2022,Chick-Fil-A,1755 N 13th St Howard,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,20 to 49,Branch,8,
2022,Chick-Fil-A,1755 N 13th St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,100 to 249,Branch,9,2017
2022,China Star,2000 Germantown Ave,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,24,
2022,Chipotle Mexican Grill,1100 W Montgomery Ave # A,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,10 to 19,Branch,12,
2022,Chroma Dolls LLC,155 Cecil B Moore Ave,19122,Verified,899912,Artists-Fine Arts,71151033,"Independent Artists, Writers, And Performers",1 to 4,Single Loc,12,
2022,Citizen Care Ambulance,1706 N 2nd St # R7,19122,Verified,411902,Ambulance Service,62191002,Ambulance Services,10 to 19,Single Loc,6,
2022,Citizens Bank,1501 N Broad St # 1,19122,Verified,602101,Banks,52211002,Commercial Banking,5 to 9,Branch,20,1968
2022,City-Phila-Fairmount Park,4000 Mt Pleasant Dr,19122,Verified,799951,Parks,71219004,Nature Parks And Other Similar Institutions,10 to 19,Single Loc,12,
2022,Classical Association,1114 W Berks St,19122,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,9,
2022,Clevermask,1932 Waterloo St,19122,Verified,731115,Advertising Marketing,54181015,Advertising Agencies,5 to 9,Single Loc,11,2013
2022,Columbia Field,1033 Cecil B Moore Ave,19122,Verified,794104,Stadiums Arenas & Athletic Fields,71131003,"Promoters Of Performing Arts, Sports, And Similar",100 to 249,Single Loc,9,
2022,Columbia Silk Dyeing Co Inc,1726 N Howard St,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,5 to 9,Single Loc,14,
2022,Common Room,1509 N Front St,19122,Verified,599969,Art Galleries & Dealers,45992002,Art Dealers,1 to 4,Single Loc,9,
2022,Compete 360,1639 N Hancock St # 309,19122,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,1 to 4,Single Loc,13,
2022,Continuum Architecture-Design,1219 N 4th St,19122,Verified,871202,Architects,54131001,Architectural Services,5 to 9,Single Loc,15,2005
2022,Conwell Inn,1331 Polett Walk,19122,Verified,701101,Hotels & Motels,72111002,Hotels (Except Casino Hotels) And Motels,10 to 19,Single Loc,24,
2022,Cordoza Jacks Funeral Home,1403 N Franklin St,19122,Verified,726105,Funeral Plans (Pre-Arranged),81221005,Funeral Homes And Funeral Services,1 to 4,Single Loc,18,
2022,Costar Industrial Resource Ctr,1601 N Broad St,19122,Verified,508522,Industrial Equipment & Supplies (Whls),42383035,Industrial Machinery And Equipment Merchant Wholes,5 to 9,Single Loc,24,
2022,Cousins Super Market Inc,1900 N 5th St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,100 to 249,Single Loc,25,
2022,Cousins Susquehanna LLC,1943 N 6th St,19122,Verified,671901,Holding Companies (Non-Bank),55111201,Offices Of Other Holding Companies,1 to 4,Single Loc,12,
2022,Crane Arts LLC,1400 N American St # 100,19122,Verified,829919,Art Instruction & Schools,61161001,Fine Arts Schools,1 to 4,Single Loc,21,2004
2022,Crawford Development Group,1301 N 2nd St,19122,Verified,653118,Real Estate,53121003,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,12,
2022,Credence Home Care Agency Inc,1415 N Broad St # 118,19122,Verified,808201,Home Health Service,62161001,Home Health Care Services,20 to 49,Single Loc,14,
2022,Cristian's Auto Sales,2058 N 2nd St,19122,Verified,552198,Automobile/Trucks Dealers-Used,44112003,Used Car Dealers,1 to 4,Single Loc,16,
2022,Cross Fit Novem,1735 N Howard St # B,19122,Verified,799101,Health Clubs Studios & Gymnasiums,71394011,Fitness And Recreational Sports Centers,1 to 4,Branch,13,
2022,Crossfit Novem,1732 N Howard St,19122,Verified,799101,Health Clubs Studios & Gymnasiums,71394011,Fitness And Recreational Sports Centers,1 to 4,Branch,14,
2022,Cruz Recreation Ctr,551 6th St,19122,Verified,799701,Recreation Centers,71394015,Fitness And Recreational Sports Centers,1 to 4,Single Loc,28,1855
2022,Crystal's Novelties,1617 N 2nd St,19122,Verified,594716,Party Supplies,45942026,"Gift, Novelty, And Souvenir Retailers",1 to 4,Single Loc,13,
2022,Csc Electronics Inc,1233 N Front St,19122,Verified,573117,Electronic Equipment & Supplies-Retail,44921038,Electronics And Appliance Retailers,1 to 4,Single Loc,11,
2022,Cubesmart Self Storage,1645 N American St,19122,Verified,422503,Storage-Household & Commercial,53113001,Lessors Of Miniwarehouses And Self-Storage Units,1 to 4,Branch,6,
2022,Customers Bank,1501 N Broad St # 201,19122,Verified,602101,Banks,52211002,Commercial Banking,5 to 9,Branch,10,
2022,Cvs Pharmacy,1717 N 12th St # F,19122,Verified,591205,Pharmacies,45611009,Pharmacies And Drug Retailers,10 to 19,Branch,7,2019
2022,D I Group Architecture,1417 N 2nd St,19122,Verified,152207,Interior Designers-Contract,54141007,Interior Design Services,5 to 9,Single Loc,7,2019
2022,D3 Development LLC,100 W Oxford St,19122,Verified,655202,Real Estate Developers,23721005,Land Subdivision,5 to 9,Single Loc,11,
2022,Dalin Financial,1801 N American St # 2,19122,Verified,653104,Real Estate Investments,53121004,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,12,
2022,Dan Centrone Films,1323 N Franklin St,19122,Verified,781205,Motion Picture Producers & Studios,51211008,Motion Picture And Video Production,1 to 4,Single Loc,12,
2022,"Das, Sahima",,19122,Verified,804917,Dietitians,62139904,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,7,
2022,Dawa Sushi & Ramen Bar,1204 N Front St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,6,
2022,Dean Office Fox School,1801 Liacouras Walk # 362,19122,Verified,822201,Business Colleges,61121001,Junior Colleges,10 to 19,Single Loc,26,1918
2022,Delphi Property Group,2000 N 2nd St # 100,19122,Verified,653118,Real Estate,53121003,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,10,2015
2022,Dendy Recreation Ctr,1555 N 10th St,19122,Verified,799951,Parks,71219004,Nature Parks And Other Similar Institutions,1 to 4,Single Loc,34,
2022,Department-Physics-Temple Unv,1900 N 13th St # 406,19122,Verified,822113,University-College Dept/Facility/Office,61131013,"Colleges, Universities, And Professional Schools",10 to 19,Single Loc,7,
2022,Derisory Designs Inc,1627 N 2nd St # 130,19122,Verified,733609,Silk Screen Printing,54143015,Graphic Design Services,5 to 9,Single Loc,15,
2022,Design Holdings II LLC,1630 N Mascher St,19122,Verified,671901,Holding Companies (Non-Bank),55111201,Offices Of Other Holding Companies,1 to 4,Single Loc,12,
2022,Diamond Club,1913 N Broad St,19122,Verified,899999,Services NEC,54199009,"All Other Professional, Scientific, And Technical",20 to 49,Single Loc,20,
2022,Diamond Club Catering,1913 N Broad St,19122,Verified,581212,Caterers,72232001,Caterers,20 to 49,Single Loc,42,
2022,Diamond Cutz,1000 Diamond St # 106,19122,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,12,
2022,Diamond Green,1000 Diamond St,19122,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,14,2012
2022,Do Well Cleaners,505 W Susquehanna Ave,19122,Verified,721201,Cleaners,81232002,Drycleaning And Laundry Services (Except Coin-Oper,1 to 4,Single Loc,42,
2022,Doll Face Studio,1639 N Hancock St,19122,Verified,722101,Photographers-Portrait,54192110,"Photography Studios, Portrait",1 to 4,Single Loc,19,
2022,Dooley Team,1910 N Front St,19122,Verified,865101,Political Organizations,81394003,Political Organizations,1 to 4,Single Loc,17,
2022,Dornelas Construction Inc,1855 N 5th St,19122,Verified,152144,Construction Companies,23611512,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,6,2020
2022,Dos Santos & Construction,1706 N 2nd St,19122,Verified,152144,Construction Companies,23611512,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,11,
2022,Douchi Painting,1755 N 13th St # 105,19122,Verified,172101,Painters,23832003,Painting And Wall Covering Contractors,1 to 4,Single Loc,11,
2022,Dreams Furniture,1918 N 5th St,19122,Verified,571216,Furniture-Dealers-Retail,44911012,Furniture Retailers,,Single Loc,5,
2022,Drexel Foods Inc,1705 N American St,19122,Verified,201104,Meat Products (Mfrs),31161103,Animal (Except Poultry) Slaughtering,20 to 49,Single Loc,30,
2022,Drueding Center,413 W Master St,19122,Verified,832241,Homeless Shelters,62422102,Temporary Shelters,50 to 99,Single Loc,39,
2022,Drueding Community Ctr,1325 N Lawrence St,19122,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,20 to 49,Single Loc,27,
2022,Dtlr,1231 N Broad St,19122,Verified,569913,Sportswear-Retail,45811059,Clothing And Clothing Accessories Retailers,1 to 4,Branch,6,
2022,Duck Pham,1310 W Montgomery Ave,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,19,
2022,"Duong, Alexandria",1801 N Broad St,19122,Verified,804918,Physical Therapists,62134007,"Offices Of Physical, Occupational And Speech Thera",,Single Loc,5,
2022,Duracart USA LLC,150 W Berks St,19122,Verified,594136,Exercise Equipment-Retail,45911015,Sporting Goods Retailers,1 to 4,Single Loc,11,
2022,Durham Press,2001 N 13th St,19122,Verified,272198,Periodicals-Publishing & Printing (Mfrs),51312003,Periodical Publishers,5 to 9,Single Loc,8,
2022,Dwell Luxury Apartments,1321 N American St # 101,19122,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,,Single Loc,5,
2022,Dwell Luxury Apartments,1300 N 2nd St # 101,19122,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,6,2020
2022,E & J Grocers,642 Diamond St,19122,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,14,
2022,E G Emil's Inc,1344 N American St,19122,Verified,514402,Poultry Services (Whls),42444002,Poultry And Poultry Product Merchant Wholesalers,20 to 49,Single Loc,14,1987
2022,Early Literacy Acad Child Care,1601 N 4th St,19122,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,11,
2022,East Coast Tropicals Inc,1615 N Hancock St,19122,Verified,514801,Fruits & Vegetables-Wholesale,42448009,Fresh Fruit And Vegetable Merchant Wholesalers,5 to 9,Single Loc,32,
2022,Education Plus Inc,100 W Oxford St # E1100,19122,Verified,809906,Health Information & Referral Programs,62199918,All Other Miscellaneous Ambulatory Health Care Ser,20 to 49,Single Loc,12,
2022,Eeva,310 W Master St,19122,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,5,
2022,Efrat E P S LLC,1218 N Marshall St,19122,Verified,653113,Real Estate-Rental Service,53121006,Offices Of Real Estate Agents And Brokers,5 to 9,Single Loc,11,
2022,El Greco Pizza & Luncheonette,1500 N 2nd St,19122,Verified,581222,Pizza,72251115,Full-Service Restaurants,1 to 4,Single Loc,42,
2022,Empire Multi Svc LLC,1853 N 2nd St,19122,Verified,874201,Business Management Consultants,54161401,"Process, Physical Distribution, And Logistics Cons",1 to 4,Single Loc,16,
2022,Empower Grace Home Care LLC,2117 N Front St,19122,Verified,808201,Home Health Service,62161001,Home Health Care Services,5 to 9,Single Loc,4,2022
2022,Espinal Grocery,2001 N 8th St,19122,Verified,541103,Convenience Stores,44513101,Convenience Retailers,1 to 4,Single Loc,22,2004
2022,Essen Modern Kosher Catering,1750 N Front St,19122,Verified,581212,Caterers,72232001,Caterers,5 to 9,Single Loc,12,
2022,Evil Genius Beer Co,1727 N Front St,19122,Verified,208201,Brewers (Mfrs),31212002,Breweries,10 to 19,Single Loc,10,
2022,Exclusive Mass Market Group,555 Diamond St,19122,Verified,171131,Energy Management Systems & Products,23822013,"Plumbing, Heating, And Air-Conditioning Contractor",20 to 49,Single Loc,7,2019
2022,Expert Exterminating Phldlph,1201 N 3rd St,19122,Verified,734201,Pest Control,56171009,Exterminating And Pest Control Services,1 to 4,Single Loc,12,
2022,Export Division,1227 N 4th St,19122,Verified,509901,Exporters (Whls),42399010,Other Miscellaneous Durable Goods Merchant Wholesa,20 to 49,Single Loc,26,
2022,EZ Deals Auto Sales,1723 N Front St,19122,Verified,552198,Automobile/Trucks Dealers-Used,44112003,Used Car Dealers,1 to 4,Single Loc,13,
