"Company Name","Address","ZIP Code","Legal Name","Record Type","Neighborhood","Census Block Group","Company Description","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Range","Location Type","Years In Database","Square Footage","Latitude","Longitude"
"Ahold Delhaize","1316 N 23rd St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.975520","-075.173818"
"All Team Staffing","2203 W Jefferson St","19121","","Unverified","Sharswood","1","","736103","Employment Agencies & Opportunities","56131102","Employment Placement Agencies","10 to 19","Single Loc","2","","039.977612","-075.171596"
"Ambassadors For Christ Prayer","2425 W Master St","19121","","Unverified","Sharswood","1","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","4","","039.976835","-075.175957"
"American Academy-Family Phys","2019 W Jefferson St","19121","","Unverified","Sharswood","2","","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","6","1,500 - 2,499","039.977361","-075.168870"
"Ameritech","2412 W Master St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","5","","039.976620","-075.175800"
"Armstrong & Manes Inc","2317 W Thompson St","19121","ARMSTRONG & MANES INC","Unverified","Sharswood","2","","873204","Market Research & Analysis","54191001","Marketing Research And Public Opinion Polling","5 to 9","Single Loc","14","2,500 - 4,999","039.975327","-075.174233"
"Art Sanctuary","2101 S College Ave","19121","","Unverified","Sharswood","3","","599969","Art Galleries & Dealers","45992002","Art Dealers","1 to 4","Single Loc","11","1,500 - 2,499","039.972736","-075.173275"
"Audio Diagnostics Labs Inc","2323 W Thompson St","19121","AUDIO DIAGNOSTICS LABS INC","Unverified","Sharswood","2","","873104","Laboratories","54171414","Research And Development In Biotechnology (Except","1 to 4","Single Loc","4","","039.975344","-075.174403"
"Auto Gallery Inc","1412b N 22nd St","19121","AUTO GALLERY INC","Unverified","Sharswood","1","","551102","Automobile Dealers-New Cars","44111001","New Car Dealers","20 to 49","Single Loc","2","","039.976594","-075.171926"
"Automatic Winners LLC","2438 W Seybert St","19121","AUTOMATIC WINNERS LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975869","-075.176259"
"Baby Steps LLC","2205 W Thompson St","19121","BABY STEPS LLC","Unverified","Sharswood","2","","874899","Consultants-Business NEC","54161830","Other Management Consulting Services","1 to 4","Single Loc","11","1,500 - 2,499","039.975074","-075.172324"
"Baltimore Technologies","2101 N College Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.975227","-075.171211"
"Barkmore Estates LLC","2220 W Master St # 10","19121","BARKMORE ESTATES LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","1","","039.976134","-075.172630"
"Baxter's Barber Shop","2040 Ridge Ave","19121","","Unverified","Sharswood","2","","724101","Barbers","81211101","Barber Shops","1 to 4","Single Loc","41","1 - 1,499","039.976417","-075.169163"
"Bennu Group","2017 W Master St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","5 to 9","Single Loc","20","1,500 - 2,499","039.975870","-075.169052"
"Bennu Realty Group LLC","2017 W Master St","19121","BENNU REALTY GROUP LLC","Unverified","Sharswood","2","","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","15","2,500 - 4,999","039.975870","-075.169052"
"Berks Development & Constr Inc","2222 W Oxford St","19121","BERKS DEVELOPMENT & CONSTRUCTION INC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.978985","-075.171869"
"Berte Home Improvement LLC","2433 W Jefferson St","19121","BERTE HOME IMPROVEMENT LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.978196","-075.175708"
"Best Choice Rentals Inc","2026 Ridge Ave","19121","BEST CHOICE RENTALS INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","11","1 - 1,499","039.976045","-075.169080"
"Big Brthers Big Ssters Indpndn","2101 S College Ave","19121","","Unverified","Sharswood","3","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.972736","-075.173275"
"Big Dawg Auto Salez LLC","2442 Harlan St","19121","BIG DAWG AUTO SALEZ LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.976993","-075.176117"
"Big Reds Wrap","1326 N 22nd St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975966","-075.172079"
"Black Ink Creative LLC","2216 W Seybert St","19121","BLACK INK CREATIVE DELINQUENT DECEMBER 1 2017","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","9","1 - 1,499","039.975357","-075.172601"
"Black Roses LLC","2341 W Jefferson St","19121","BLACK ROSES LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.977823","-075.173237"
"Blumberg Service Corp","2311 W Jefferson St","19121","BLUMBERG SERVICE CORP","Unverified","Sharswood","1","","899999","Services NEC","54199009","All Other Professional, Scientific, And Technical","1 to 4","Single Loc","4","","039.977794","-075.172997"
"Bob Buy & Sell Svc LLC","2419 W Master St","19121","BOB BUY & SELL SVC LLC","Unverified","Sharswood","1","","899999","Services NEC","54199009","All Other Professional, Scientific, And Technical","1 to 4","Single Loc","4","","039.976794","-075.175734"
"Bomb Hair LLC","2129 W Jefferson St","19121","BOMB HAIR LTD LIABILITY CO","Unverified","Sharswood","2","","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","3","","039.977591","-075.170846"
"Bosman & Sons Inc","1265 N 23rd St","19121","BOSMAN & SONSINC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","1","","039.974999","-075.173548"
"Braid Co Inc","2200 W Jefferson St","19121","BRAID CO INC","Unverified","Sharswood","1","","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","4","","039.977418","-075.171691"
"Bricky World LLC","2442 W Seybert St","19121","BRICKY WORLD LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975880","-075.176359"
"Briscoe's 2100 W Jefferson","2100 W Jefferson St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977088","-075.170788"
"Brooke's Bridge's LLC","1502 N 22nd St","19121","BROOKE'S BRIDGE'S LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.977671","-075.171562"
"Brown's Variety","2100 W Master St","19121","BROWN'S VARIETY","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.975813","-075.170372"
"Buzzy B Delights LLC","2435 W Thompson St","19121","BUZZY B DELIGHTS LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975584","-075.176465"
"Callum No 7 LLC","1223 N 25th St # 3","19121","CALLUM NO 7 LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975141","-075.176769"
"Candy's Decorganizing Svc LLC","2300 W Master St","19121","CANDY'S DECORGANIZING SVC LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.976239","-075.174217"
"Carephilly Constructed LLC","1402d N 22nd St","19121","CAREPHILLY CONSTRUCTED LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.976284","-075.171868"
"Caribbean Bites Co","2248 Stewart St # D","19121","","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977250","-075.172680"
"Carolyn F Wesley Ent Inc","2440 W Seybert St","19121","CAROLYN F WESLEY ENT INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","1","","039.975875","-075.176308"
"Cdfi Coalition","2444 W Seybert St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.975886","-075.176409"
"Central Refrigeration Co","2016 Ridge Ave","19121","","Unverified","Sharswood","2","","762302","Refrigerators & Freezers-Service/Repair","81141216","Appliance Repair And Maintenance","1 to 4","Single Loc","4","","039.975883","-075.168861"
"Century 21 Tradin Places","2232d Stewart St","19121","","Unverified","Sharswood","1","","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","2","","039.977230","-075.172535"
"Chef's Secret Enterprises LLC","1202 N 24th St # 2","19121","CHEF'S SECRET ENTERPRISES LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.974816","-075.175620"
"Chico White","2344 W Thompson St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975111","-075.174987"
"Childrens Aid Society-Penna","2027 N College Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.975286","-075.169409"
"Childrens Learning Arc","2058 Ridge Ave","19121","CHILDRENS LEARNING ARC","Unverified","Sharswood","2","","835101","Child Care Service","62441003","Child Care Services","1 to 4","Single Loc","8","1,500 - 2,499","039.976910","-075.169451"
"Childrens Positive Palace","2058 Ridge Ave # 1","19121","","Unverified","Sharswood","2","","835101","Child Care Service","62441003","Child Care Services","1 to 4","Single Loc","13","1,500 - 2,499","039.976910","-075.169451"
"China Sea","2454 Harlan St","19121","","Unverified","Sharswood","1","","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","20","1 - 1,499","039.977029","-075.176420"
"China, Sea","2454 Harlan St","19121","","Unverified","Sharswood","1","","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","15","1 - 1,499","039.977029","-075.176420"
"Christ Mission Ctr","2026 Ridge Ave # 2","19121","CHRIST MISSION INC","Unverified","Sharswood","2","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","15","1,500 - 2,499","039.976045","-075.169080"
"Christian Mission Baptist Chr","2131 W Seybert St","19121","CHRISTIAN MISSION BAPTIST CHURCH","Unverified","Sharswood","2","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","27","1,500 - 2,499","039.975564","-075.171470"
"Citilife Inc","2118 W Master St","19121","CITILIFE INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975903","-075.170878"
"City Of Greenville","1202 N Taylor St","19121","","Unverified","Sharswood","2","","912104","Government Offices-City/Village & Twp","92112006","Legislative Bodies","20 to 49","Single Loc","2","","039.974722","-075.176596"
"City Wide Refrigeration","2210 W Oxford St","19121","","Unverified","Sharswood","1","","762302","Refrigerators & Freezers-Service/Repair","81141216","Appliance Repair And Maintenance","1 to 4","Single Loc","4","","039.978948","-075.171552"
"Classic Varsity LTD","2101 S College Ave # 175","19121","","Unverified","Sharswood","3","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.972736","-075.173275"
"Clean Image Cleaning Co","2328 W Thompson St","19121","","Unverified","Sharswood","2","","734902","Janitor Service","56172001","Janitorial Services","1 to 4","Single Loc","4","","039.975067","-075.174561"
"Clean To Perfection","2410 W Thompson St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975227","-075.175736"
"Clemente Beer","2048 Ridge Ave","19121","","Unverified","Sharswood","2","","518101","Beer & Ale-Wholesale","42481001","Beer And Ale Merchant Wholesalers","1 to 4","Single Loc","13","2,500 - 4,999","039.976574","-075.169336"
"CMCS Inc","2225 N College Ave","19121","CMCS INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.974888","-075.173047"
"Cocanut Grove","2104 Ridge Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977975","-075.170092"
"Coko's Hair Hut","2004 Ridge Ave","19121","","Unverified","Sharswood","2","","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","9","1 - 1,499","039.975410","-075.168605"
"Committee To Investigate","1410 N 21st St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.976331","-075.170330"
"Community Coordinating Svc","2006 Ridge Ave # 2","19121","","Unverified","Sharswood","2","","899999","Services NEC","54199009","All Other Professional, Scientific, And Technical","1 to 4","Single Loc","4","","039.975453","-075.168634"
"Compass Group USA Inc","2101 N College Ave","19121","COMPASS GROUP USA INC","Unverified","Sharswood","2","","514939","Food Service-Distributors (Whls)","42512058","Wholesale Trade Agents And Brokers","10 to 19","Branch","15","20,000 - 39,999","039.975227","-075.171211"
"Compassionate Caretakers","2100 Ridge Ave","19121","COMPASSIONATE CARETAKERS DEVELOPMENTAL LEARNING CTR LLC","Unverified","Sharswood","2","","738999","Business Services NEC","56199001","All Other Support Services","1 to 4","Single Loc","7","1,500 - 2,499","039.977905","-075.170048"
"Compassionate Caretakers","2439 N College Ave # 5","19121","COMPASSIONATE CARETAKERS HOMECARE AGENCY","Unverified","Sharswood","2","","808201","Home Health Service","62161001","Home Health Care Services","5 to 9","Single Loc","4","","039.974511","-075.176950"
"Consultor Imobilirio","2101 N College Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.975227","-075.171211"
"Cosmetic-PORT LLC","2224 W Oxford St","19121","COSMETIC-PORT LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.978991","-075.171922"
"Crawl-EZ Socks","2101 S College Ave","19121","","Unverified","Sharswood","3","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","11","1 - 1,499","039.972736","-075.173275"
"Crefeld School","2101 S College Ave","19121","","Unverified","Sharswood","3","","821103","Schools","61111007","Elementary And Secondary Schools","100 to 249","Single Loc","3","","039.972736","-075.173275"
"Crooklyn Property LLC","2430 W Jefferson St","19121","CROOKLYN PROPERTY LLC","Unverified","Sharswood","1","","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","4","","039.977942","-075.175673"
"Cruze Limousine Svc Inc","2027 W Master St # 2","19121","CRUZE LIMOUSINE SVC INC","Unverified","Sharswood","2","","411903","Limousine Service","48532002","Limousine Service","1 to 4","Single Loc","4","","039.976008","-075.169365"
"Dan's Trucking Co","2422 W Master St","19121","DAN'S TRUCKING CO","Unverified","Sharswood","2","","421304","Trucking","48423013","Specialized Freight (Except Used Goods) Trucking,","1 to 4","Single Loc","3","","039.976554","-075.175781"
"Dashing Rogue","2205 W Thompson St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","1","","039.975074","-075.172324"
"David Fitzgerald","2114 Ridge Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.978330","-075.170248"
"Dbod LLC","1513 N 23rd St","19121","DBOD LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.979236","-075.172697"
"Dieu LA Fait LLC","1326 N 22nd St","19121","DIEU LA FAIT LLC","Unverified","Sharswood","2","","504403","Copying & Duplicating Machines & Supls","42342015","Office Equipment Merchant Wholesalers","20 to 49","Single Loc","4","","039.975966","-075.172079"
"Diudin Inc","2440 W Jefferson St # 2","19121","DIUDIN INC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977968","-075.175938"
"DJ Delivery LLC","1414d N 23rd St","19121","DJ DELIVERY LLC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.976833","-075.173395"
"DMC Power Inc","2101 S College Ave","19121","DMC POWER INC","Unverified","Sharswood","3","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","3","","039.972736","-075.173275"
"Dr Mary Washam","2222 W Master St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","11","1 - 1,499","039.976127","-075.172577"
"Dream Home Builders Constr LLC","2113 Sharswood St","19121","DREAM HOME BUILDERS CONSTR LLC","Unverified","Sharswood","2","","152144","Construction Companies","23611512","New Single-Family Housing Construction (Except For","1 to 4","Single Loc","4","","039.976902","-075.170652"
"Drexel University","2428 W Thompson St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","1","","039.975299","-075.176573"
"Durable Vulcanizing Co","2017 W Master St","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.975870","-075.169052"
"East Bethel Baptist Church","1521 N 24th St","19121","","Unverified","Sharswood","1","","866107","Churches","81311008","Religious Organizations","1 to 4","Single Loc","4","","039.978856","-075.174437"
"Easy Does It","2017 N College Ave","19121","EAZY DOES IT INC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","15","1 - 1,499","039.975357","-075.169019"
"El Centro De Estudiantes","2300 W Master St # 1","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.976239","-075.174217"
"Elite & Pro Barbers LLC","2423 W Master St","19121","ELITE & PRO BARBERS LLC","Unverified","Sharswood","1","","724101","Barbers","81211101","Barber Shops","1 to 4","Single Loc","4","","039.976817","-075.175876"
"Elite Cleaning Team LLC","2423 W Master St","19121","ELITE CLEANING TEAM LLC","Unverified","Sharswood","1","","734902","Janitor Service","56172001","Janitorial Services","1 to 4","Single Loc","4","","039.976817","-075.175876"
"Elt Schuylkill Fls Bldg Supl","1535 N 22nd St","19121","","Unverified","Sharswood","2","","521126","Building Materials","44411001","Home Centers","10 to 19","Single Loc","1","","039.978526","-075.171118"
"Embry Care Svc","1503 N 24th St","19121","","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.978409","-075.174535"
"Erizon","2101 N College Ave # H1","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.975227","-075.171211"
"Ernest & Son Inc","2311 W Jefferson St","19121","ERNEST & SON INC","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","14","1 - 1,499","039.977794","-075.172997"
"Esc VR LLC","2109 W Master St","19121","ESC VR LLC","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.976159","-075.170625"
"Evon's Tasty Treats","2212 Stewart St # D","19121","","Unverified","Sharswood","1","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","4","","039.977205","-075.172354"
"Exclusive Luxe Events LLC","1430 N 22nd St # A2","19121","EXCLUSIVE LUXE EVENTS LLC","Unverified","Sharswood","1","","738944","Events-Special","71131004","Promoters Of Performing Arts, Sports, And Similar","1 to 4","Single Loc","4","","039.977255","-075.171633"
"Excote","2437 N College Ave","19121","","Unverified","Sharswood","2","","999977","Nonclassified Establishments","99999004","Unclassified Establishments","","Single Loc","2","","039.974530","-075.176879"
"Expedited Response Trnsprtn Co","2316 W Oxford St","19121","","Unverified","Sharswood","1","","478977","Transportation","48821008","Support Activities For Rail Transportation","1 to 4","Single Loc","4","","039.979144","-075.173135"
