version_year,company_name,address,zip_code,record_type,primary_sic_code,primary_sic_description,primary_naics,primary_naics_description,location_employee_size_range,location_type,years_in_database,latitude,longitude
2022,24 Hour Sunrise Family Child,"1808 N 21st St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,1 to 4,Single Loc,15,39.9819964,-75.1690673
2022,247 Gold,"2015 N 29th St, Philadelphia, PA 19121",19121,Verified,594411,Gold Silver & Platinum-Dealers,45831009,Jewelry Retailers,1 to 4,Single Loc,13,39.9869119,-75.1806077
2022,33rd Sunoco,"1701 N 33rd St, Philadelphia, PA 19121",19121,Verified,554101,Service Stations-Gasoline & Oil,45712003,Other Gasoline Stations,5 to 9,Branch,13,39.982752,-75.187913
2022,4 Shore Swimwear Boutique,"1617 W Montgomery Ave, Philadelphia, PA 19121",19121,Verified,569915,Swimwear & Accessories-Retail,45811061,Clothing And Clothing Accessories Retailers,1 to 4,Single Loc,12,39.9809196,-75.1616491
2022,7-Eleven,"2034 N Broad St, Philadelphia, PA 19121",19121,Verified,541103,Convenience Stores,44513101,Convenience Retailers,5 to 9,Branch,12,39.9845036,-75.1570915
2022,7-Eleven,"1501 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,541103,Convenience Stores,44513101,Convenience Retailers,1 to 4,Branch,22,39.9790106,-75.1596076
2022,A & B Auto Repairs,"2042 N Van Pelt St, Philadelphia, PA 19121",19121,Verified,753801,Automobile Repairing & Service,81111104,General Automotive Repair,1 to 4,Single Loc,42,39.9858164,-75.169043
2022,A & S One Inc,"2239 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,481207,Cellular Telephones (Services),51711214,Wireless Telecommunications Carriers (Except Satel,1 to 4,Single Loc,15,39.9807665,-75.172344
2022,A Mother's Touch Daycare LLC,"1923 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,10 to 19,Single Loc,10,39.9800601,-75.1668168
2022,A S Spinal Care Rehab,"1607 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,833102,Vocational Rehabilitation Services,62431009,Vocational Rehabilitation Services,10 to 19,Single Loc,7,39.9868623,-75.1597127
2022,A-Taste Of Culture,"2161 N 32nd St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,11,39.9896606,-75.1850146
2022,Academic Center For Early,"1801 N 26th St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,1 to 4,Single Loc,19,39.9827925,-75.1767523
2022,Accurate Home Remodeling,"2028 N 22nd St # 30, Philadelphia, PA 19121",19121,Verified,152144,Construction Companies,23611512,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,14,39.9853894,-75.1699106
2022,Ace Cash Express,"2129 W Diamond St, Philadelphia, PA 19121",19121,Verified,614113,Payday Loans,52229111,Consumer Lending,1 to 4,Branch,38,39.9864193,-75.169017
2022,Ace Discount,"2135 W Diamond St, Philadelphia, PA 19121",19121,Verified,569928,Hair Goods & Supplies-Retail,45811069,Clothing And Clothing Accessories Retailers,1 to 4,Single Loc,33,39.9864234,-75.1690496
2022,Acelero Learning,"1801 N 23rd St, Philadelphia, PA 19121",19121,Verified,835107,Head Start,62441008,Child Care Services,100 to 249,Branch,13,39.982209,-75.17203
2022,Adjidja African Hair Braiding,"1230 N Broad St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,26,39.9725931,-75.1592996
2022,Afifa,"1422 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,533101,Variety Stores,45521903,All Other General Merchandise Retailers,1 to 4,Single Loc,17,39.9862562,-75.1573217
2022,Ahikam & Moshe Pa LLC,"1833 W Master St, Philadelphia, PA 19121",19121,Verified,811103,Attorneys,54111002,Offices Of Lawyers,5 to 9,Single Loc,12,NA,NA
2022,All Season Deli,"1216 N Broad St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,20,39.9722445,-75.1596319
2022,Alliance-Black Social Workers,"1924 W Diamond St, Philadelphia, PA 19121",19121,Verified,869903,Organizations,81341018,Civic And Social Organizations,5 to 9,Single Loc,25,39.9858027,-75.1655052
2022,Allied Universal,"1520 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,738102,Security Guard & Patrol Service,56161208,Security Guards And Patrol Services,10 to 19,Branch,9,39.9786847,-75.161043
2022,Alpha & Omega Painting Inc,"1509 N Hollywood St, Philadelphia, PA 19121",19121,Verified,174203,Dry Wall Contractors,23831003,Drywall And Insulation Contractors,1 to 4,Single Loc,12,39.9792755,-75.1829253
2022,Amc Broadstreet 7,"1600 N Broad St, Philadelphia, PA 19121",19121,Verified,783201,Theatres-Movie,51213101,Motion Picture Theaters (Except Drive-Ins),50 to 99,Branch,10,39.9774961,-75.1584795
2022,American Proven Products LLC,"2000 S College Ave # 2, Philadelphia, PA 19121",19121,Verified,539901,General Merchandise-Retail,45521908,All Other General Merchandise Retailers,1 to 4,Single Loc,11,NA,NA
2022,Amos Playground,"1817 N 16th St, Philadelphia, PA 19121",19121,Verified,799956,Playgrounds,71219006,Nature Parks And Other Similar Institutions,10 to 19,Single Loc,34,39.9809461,-75.1606197
2022,Andresen Nancy B Crnp,"1700 N Broad St, Philadelphia, PA 19121",19121,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,8,39.9785703,-75.1579015
2022,Andrew H Lawson Co,"2927 W Thompson St, Philadelphia, PA 19121",19121,Verified,275202,Printers (Mfrs),32311109,Commercial Printing (Except Screen And Books),10 to 19,Single Loc,26,39.9767863,-75.1843644
2022,"Andros, David Dpm","1529 N 17th St, Philadelphia, PA 19121",19121,Verified,804301,Podiatrists,62139103,Offices Of Podiatrists,1 to 4,Single Loc,14,39.9774103,-75.1629385
2022,"Anetor-Jamison, Ehidiamen A MD","1900 N 20th St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,7,39.9834612,-75.1671295
2022,Anns Nails,"2234 Ridge Ave, Philadelphia, PA 19121",19121,Verified,723102,Manicuring,81211302,Nail Salons,1 to 4,Single Loc,19,39.9800817,-75.1720942
2022,Apartments @ 1220,"1220 N Broad St # 302, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,10 to 19,Single Loc,42,NA,NA
2022,Argo Trans Intl,"1531 N 16th St, Philadelphia, PA 19121",19121,Verified,874201,Business Management Consultants,54161401,"Process, Physical Distribution, And Logistics Cons",1 to 4,Single Loc,14,39.9773686,-75.1612245
2022,Arthurs Business,"2235 W Oxford St, Philadelphia, PA 19121",19121,Verified,738999,Business Services NEC,56199001,All Other Support Services,1 to 4,Single Loc,8,39.9792041,-75.1722396
2022,Asanti Hair Studio,"1220 N Broad St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,5 to 9,Single Loc,14,39.9728561,-75.1594785
2022,Ashanti's Hair Design,"2734 Ridge Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,24,39.9854645,-75.1789173
2022,Asian American Senior Assn-Pa,"1615 N 23rd St # 404, Philadelphia, PA 19121",19121,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,11,NA,NA
2022,Asona Aberade Shrine Inc,"1730 N 27th St, Philadelphia, PA 19121",19121,Verified,866130,Shrines,81311018,Religious Organizations,1 to 4,Single Loc,14,39.982268,-75.1788644
2022,Atelier Art Storage LLC,"1330 N 30th St, Philadelphia, PA 19121",19121,Verified,422503,Storage-Household & Commercial,53113001,Lessors Of Miniwarehouses And Self-Storage Units,1 to 4,Single Loc,19,39.9773036,-75.1847393
2022,Atelier Art Svc,"3060 W Jefferson St, Philadelphia, PA 19121",19121,Verified,899908,Art Restoring,71151031,"Independent Artists, Writers, And Performers",5 to 9,Single Loc,14,39.9789994,-75.1855032
2022,Atlas Heating & Cooling,"1601 W Jefferson St, Philadelphia, PA 19121",19121,Verified,171117,Air Conditioning Contractors & Systems,23822002,"Plumbing, Heating, And Air-Conditioning Contractor",1 to 4,Single Loc,13,39.9763126,-75.1627089
2022,Aunt Penny's Crafts,"1710 N Croskey St # 220, Philadelphia, PA 19121",19121,Verified,594520,Crafts,45912012,"Hobby, Toy, And Game Retailers",1 to 4,Single Loc,7,NA,NA
2022,Avenue General,"1631 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,539901,General Merchandise-Retail,45521908,All Other General Merchandise Retailers,1 to 4,Single Loc,11,39.9794752,-75.1622829
2022,"Avina, Khiatani Phd","1700 N Broad St, Philadelphia, PA 19121",19121,Verified,804922,Psychologists,62139936,Offices Of All Other Miscellaneous Health Practiti,NA,Single Loc,5,39.9785703,-75.1579015
2022,Axis Construction Management,"3101 W Glenwood Ave, Philadelphia, PA 19121",19121,Verified,152144,Construction Companies,23611512,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,9,39.9805679,-75.186183
2022,B & S Homecare LLC,"2132 Ridge Ave, Philadelphia, PA 19121",19121,Verified,808201,Home Health Service,62161001,Home Health Care Services,10 to 19,Single Loc,8,39.978699,-75.170323
2022,Bakery Of Philadelphia,"1400 N 30th St, Philadelphia, PA 19121",19121,Verified,508404,Bakers Equipment (Whls),42383004,Industrial Machinery And Equipment Merchant Wholes,5 to 9,Single Loc,12,39.9779117,-75.1846128
2022,Ballard Billiards,"2004 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,799912,Billiard Parlors,61162003,Sports And Recreation Instruction,1 to 4,Single Loc,13,39.9797974,-75.1677402
2022,Banee Aadam Foundation,"1601 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,873303,Foundation-Educ Philanthropic Research,54172006,Research And Development In The Social Sciences An,1 to 4,Single Loc,11,39.9868986,-75.1595431
2022,Bank Of America,"1600 N Broad St # 11, Philadelphia, PA 19121",19121,Verified,602101,Banks,52211002,Commercial Banking,10 to 19,Branch,20,39.9785151,-75.1582404
2022,Barnes-Noble At Temple Univ,"1700 N Broad St, Philadelphia, PA 19121",19121,Verified,594214,Books School & Textbooks,45921013,Book Retailers And News Dealers,10 to 19,Branch,15,39.9785703,-75.1579015
2022,Barney's Breakfast & Lunch,"2453 Ridge Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,12,39.9827773,-75.1750595
2022,Beckett Gardens,"1400 N 16th St, Philadelphia, PA 19121",19121,Verified,655202,Real Estate Developers,23721005,Land Subdivision,5 to 9,Branch,13,39.9758207,-75.1620713
2022,Beebee Wholesale Corp,"2141 Ridge Ave, Philadelphia, PA 19121",19121,Verified,509223,Wholesalers,42392023,Toy And Hobby Goods And Supplies Merchant Wholesal,1 to 4,Single Loc,8,39.9792655,-75.170373
2022,Beech Capital Venture Corp,"1510 Cecil B Moore Ave # 300, Philadelphia, PA 19121",19121,Verified,609915,Banking Systems & Service-Electronic,52232001,"Financial Transactions Processing, Reserve, And Cl",1 to 4,Single Loc,17,NA,NA
2022,Beech Corp Inc,"1510 Cecil B Moore Ave # 300, Philadelphia, PA 19121",19121,Verified,839908,Human Services Organizations,81331101,Human Rights Organizations,10 to 19,Single Loc,15,NA,NA
2022,Beech International Village,"1520 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,702103,Hostels,72131006,"Rooming And Boarding Houses, Dormitories, And Work",5 to 9,Single Loc,14,39.9786847,-75.161043
2022,Beech Interplex Inc,"1510 Cecil B Moore Ave # 300, Philadelphia, PA 19121",19121,Verified,999966,Federal Government Contractors,99999005,Unclassified Establishments,5 to 9,Single Loc,5,NA,NA
2022,Bella's Breakfast Lunch,"2159 Ridge Ave, Philadelphia, PA 19121",19121,Verified,701107,Bed & Breakfast Accommodations,72119101,Bed-And-Breakfast Inns,1 to 4,Single Loc,23,39.9792689,-75.1704698
2022,Benjamins Desk LLC,"1410 N 31st St, Philadelphia, PA 19121",19121,Verified,653102,Office & Desk Space-Rental,53131205,Nonresidential Property Managers,10 to 19,Single Loc,7,39.9782554,-75.1860737
2022,Beyond Basic Learning Academy,"2443 Ridge Ave, Philadelphia, PA 19121",19121,Verified,829972,Education Centers,61171001,Educational Support Services,1 to 4,Single Loc,6,39.9826038,-75.1748946
2022,"Bilello, Jaclyn R Pa","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804920,Physicians Assistants,62139932,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,7,39.9801736,-75.1700423
2022,Bliss Hair Loft,"2224 W Montgomery Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,11,39.9818472,-75.1715631
2022,Blissful Construction LLC,"1404 N 18th St, Philadelphia, PA 19121",19121,Verified,999966,Federal Government Contractors,99999005,Unclassified Establishments,5 to 9,Single Loc,5,39.9758567,-75.1653187
2022,Bobby's Barber Shop,"2925 W Diamond St, Philadelphia, PA 19121",19121,Verified,724101,Barbers,81211101,Barber Shops,1 to 4,Single Loc,31,39.9879651,-75.1810979
2022,Bravo Super Market,"2440 W Norris St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,10 to 19,Single Loc,12,39.9853658,-75.1745429
2022,Brewerytown Apartments LLC,"3050 W Master St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,10,39.97595,-75.170124
2022,Brewerytown Garden Inc,"1246 N 25th St, Philadelphia, PA 19121",19121,Verified,842211,Gardens,71213007,Zoos And Botanical Gardens,20 to 49,Single Loc,11,39.9750562,-75.1771914
2022,Brewerytown Sharswood & Nac,"3000 W Master St # D, Philadelphia, PA 19121",19121,Verified,839998,Non-Profit Organizations,81331908,Other Social Advocacy Organizations,5 to 9,Single Loc,7,NA,NA
2022,Brewerytown Sharswood Cmnty,"2514 Stewart St, Philadelphia, PA 19121",19121,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,17,39.9778078,-75.1770427
2022,Brickworks Philly,"1506-08 W Seybert St, Philadelphia, PA 19121",19121,Verified,653102,Office & Desk Space-Rental,53131205,Nonresidential Property Managers,10 to 19,Single Loc,5,NA,NA
2022,Brightside Academy,"2010 N Van Pelt St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,10 to 19,Branch,14,39.9850513,-75.1691542
2022,Bristow's Day Care,"2739 W Jefferson St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,NA,Single Loc,5,39.9787732,-75.1805155
2022,Broad Wellness & Chiro Ctr LLC,"1248 N Broad St, Philadelphia, PA 19121",19121,Verified,804101,Chiropractors DC,62131002,Offices Of Chiropractors,1 to 4,Single Loc,15,39.9727265,-75.1592701
2022,Brothers Corner,"2012 Ridge Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,18,39.9756066,-75.1686765
2022,"Brown, Michael D MD","1700 N Broad St # 4, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,8,NA,NA
2022,Buie Tree Svc,"1613 N 29th St, Philadelphia, PA 19121",19121,Verified,078301,Tree Service,56173022,Landscaping Services,1 to 4,Single Loc,15,39.9807539,-75.1819065
2022,Busy Bee Transit Inc,"2625 W Oxford St, Philadelphia, PA 19121",19121,Verified,411102,Transit Lines,48511901,Other Urban Transit Systems,NA,Single Loc,5,39.980065,-75.1785279
2022,C & C Cleaning,"3221 W Oxford St, Philadelphia, PA 19121",19121,Verified,734902,Janitor Service,56172001,Janitorial Services,5 to 9,Single Loc,15,39.9813169,-75.1876756
2022,C J Communication,"2242 Ridge Ave, Philadelphia, PA 19121",19121,Verified,489903,Communications,51781001,All Other Telecommunications,5 to 9,Single Loc,15,39.979968,-75.1717675
2022,Cafe De Lave,"1363 N 31st St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,9,39.9774898,-75.1860296
2022,Calcutta House,"1221 N 19th St, Philadelphia, PA 19121",19121,Verified,805909,Personal Care Homes,62311019,Nursing Care Facilities (Skilled Nursing Facilitie,5 to 9,Single Loc,21,39.9736058,-75.1670359
2022,Calil Holdings LLC,"1814 N Natrona St, Philadelphia, PA 19121",19121,Verified,671901,Holding Companies (Non-Bank),55111201,Offices Of Other Holding Companies,1 to 4,Single Loc,12,39.9845648,-75.1873719
2022,"Carandang-Pani, Norma H MD","1900 N 20th St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,17,39.9834612,-75.1671295
2022,Carver Engineering & Science,"1600 W Norris St, Philadelphia, PA 19121",19121,Verified,871111,Engineers-Consulting,54133016,Engineering Services,50 to 99,Single Loc,38,39.9832859,-75.1610971
2022,Cbm Beverages,"2225 Ridge Ave, Philadelphia, PA 19121",19121,Verified,514937,Beverages (Whls),42449005,Other Grocery And Related Products Merchant Wholes,1 to 4,Single Loc,9,39.9799351,-75.1714026
2022,Cecil B Computer Nerds,"2006 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,573407,Computer & Equipment Dealers,44921069,Electronics And Appliance Retailers,1 to 4,Single Loc,11,39.9798073,-75.1678035
2022,Cecil B Moore Library,"2320 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,823104,City Government-Libraries,51921001,Libraries And Archives,5 to 9,Branch,32,39.9804771,-75.1735413
2022,Cecil B Moore Public Library,"2320 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,823106,Libraries-Public,51921006,Libraries And Archives,5 to 9,Branch,14,39.9804771,-75.1735413
2022,Cecilbmoore Grocery,"2604 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,21,39.9810875,-75.177557
2022,Chabad At Temple Inc,"1428 N Broad St, Philadelphia, PA 19121",19121,Verified,866112,Synagogues,81311026,Religious Organizations,5 to 9,Single Loc,10,39.9753832,-75.1590084
2022,Champs Diner,"1539 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,5 to 9,Single Loc,11,39.9792738,-75.1609678
2022,Children's Learning Arc Too,"2316 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,829972,Education Centers,61171001,Educational Support Services,1 to 4,Single Loc,10,39.980519,-75.1731735
2022,Childrens Tech Inc,"1852 N 21st St, Philadelphia, PA 19121",19121,Verified,899999,Services NEC,54199009,"All Other Professional, Scientific, And Technical",1 to 4,Single Loc,14,39.982981,-75.1688515
2022,China House,"2045 W Diamond St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,13,39.9862342,-75.1675591
2022,China House,"1430 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,24,39.9786486,-75.1593601
2022,China Star,"1600 N Broad St # 5, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,10,NA,NA
2022,Christ Centered Housing Mnstrs,"1823 N 33rd St, Philadelphia, PA 19121",19121,Verified,899999,Services NEC,54199009,"All Other Professional, Scientific, And Technical",1 to 4,Single Loc,15,39.9848233,-75.1875727
2022,Christene Nail Salon,"2302 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,22,39.9804656,-75.1727264
2022,Christle Barber & Beauty Salon,"2139 W Diamond St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,21,39.9864261,-75.169071400000007
2022,Cisse Tounkara Hair Braiding,"2221 Ridge Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,30,39.9802308,-75.1717311
2022,City Food Market,"1445 N 19th St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,20,39.976776,-75.1662913
2022,City Of Philadelphia,"1817 N 16th St, Philadelphia, PA 19121",19121,Verified,912104,Government Offices-City/Village & Twp,92112006,Legislative Bodies,1 to 4,Single Loc,11,39.9809461,-75.1606197
2022,City View Pizza,"1434 Cecil B Moore Ave # A, Philadelphia, PA 19121",19121,Verified,581222,Pizza,72251115,Full-Service Restaurants,5 to 9,Single Loc,19,39.978803,-75.1594789
2022,City-Philadelphia Athletic Rec,"1400 N 26th St, Philadelphia, PA 19121",19121,Verified,799701,Recreation Centers,71394015,Fitness And Recreational Sports Centers,1 to 4,Single Loc,28,39.977112,-75.178271
2022,Clara Baldwin Manor,"2600 W Susquehanna Ave # 104, Philadelphia, PA 19121",19121,Verified,805904,Retirement Communities & Homes,62331101,Continuing Care Retirement Communities,5 to 9,Single Loc,33,NA,NA
2022,"Clark, Tymir S","2219 Edgley St, Philadelphia, PA 19121",19121,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,7,39.9871499,-75.1697857
2022,Cleanbrook,"1238 N 28th St # 3e, Philadelphia, PA 19121",19121,Verified,871106,Engineers,54133006,Engineering Services,20 to 49,Single Loc,11,NA,NA
2022,"Clements, Lori MD","1700 N Broad St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,8,39.9785703,-75.1579015
2022,"Cohen, KARA M Np","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,9,39.9801736,-75.1700423
2022,Columbia Deli,"1634 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,17,39.9790938,-75.1626325
2022,Columbia Fish,"1701 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,5 to 9,Single Loc,39,39.9795041,-75.1627876
2022,Columbia North Ymca,"1400 N Broad St, Philadelphia, PA 19121",19121,Verified,832222,Youth Organizations & Centers,62411006,Child And Youth Services,20 to 49,Branch,21,39.9749831,-75.1591506
2022,Community Concern 13 Multi,"2721 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,20 to 49,Single Loc,25,39.9816852,-75.1797613
2022,Community Food Market,"2901 W Oxford St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,16,39.9806184,-75.1823176
2022,Community Land Trust Corp,"1500 W Thompson St, Philadelphia, PA 19121",19121,Verified,839937,Environmental Conservation/Ecologcl Org,81331210,"Environment, Conservation And Wildlife Organizatio",20 to 49,Single Loc,20,39.9732231,-75.1609643
2022,Compro Tax,"1618 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,729101,Tax Return Preparation & Filing,54121301,Tax Preparation Services,5 to 9,Single Loc,23,39.979015,-75.1618423
2022,Computers Ruscorporation,"1906 N 22nd St, Philadelphia, PA 19121",19121,Verified,573407,Computer & Equipment Dealers,44921069,Electronics And Appliance Retailers,1 to 4,Single Loc,9,39.983661,-75.1704108
2022,Congressman Robert Nc Nix Hms,"1418 N 15th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,1 to 4,Single Loc,42,39.9750401,-75.1604965
2022,Cosi,"1800 N Broad St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,20 to 49,Branch,12,39.980358,-75.15766
2022,Crafthouse,"1363 N 31st St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,10,39.9774898,-75.1860296
2022,Creative Image Unisex Hair Sln,"1620 N 28th St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,12,39.9807663,-75.1806406
2022,Creative Image Unisex Salon,"2737 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,13,39.9817442,-75.1801432
2022,Cricket Wireless Auth Retailer,"2314 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,481207,Cellular Telephones (Services),51711214,Wireless Telecommunications Carriers (Except Satel,1 to 4,Branch,14,39.9805143,-75.1731062
2022,Crispus Attucks Post 151 Amer,"1718 N 24th St, Philadelphia, PA 19121",19121,Verified,864102,Veterans' & Military Organizations,81341003,Civic And Social Organizations,1 to 4,Branch,17,39.9813153,-75.1741649
2022,D & J Cleaners,"1518 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,721201,Cleaners,81232002,Drycleaning And Laundry Services (Except Coin-Oper,1 to 4,Single Loc,13,39.978902,-75.160204
