version_year,company_name,address,zip_code,record_type,primary_sic_code,primary_sic_description,primary_naics,primary_naics_description,location_employee_size_range,location_type,years_in_database,latitude,longitude
2012,"Andros, David MD","1529 N 17th St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,19,39.9774103,-75.1629385
2012,Anns Nails,"2234 Ridge Ave, Philadelphia, PA 19121",19121,Verified,723102,Manicuring,81211302,Nail Salons,1 to 4,Single Loc,19,39.9800817,-75.1720942
2012,Arch Street United Church,"1817 N Gratz St, Philadelphia, PA 19121",19121,Verified,809905,Health & Welfare Agencies,62199915,All Other Miscellaneous Ambulatory Health Care Ser,1 to 4,Single Loc,20,39.9817892,-75.1644329
2012,Armstrong & Manes Inc,"2317 W Thompson St, Philadelphia, PA 19121",19121,Verified,873202,Economic Research & Analysis,54191004,Marketing Research And Public Opinion Polling,5 to 9,Single Loc,35,39.9752934,-75.1742362
2012,Art Sanctuary,"1801 W Diamond St, Philadelphia, PA 19121",19121,Verified,841202,Arts Organizations & Information,71211004,Museums,1 to 4,Single Loc,42,39.9854865,-75.1631528
2012,Ashanti's Hair Design,"2734 Ridge Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,24,39.9854645,-75.1789173
2012,Atelier Art Storage LLC,"1330 N 30th St, Philadelphia, PA 19121",19121,Verified,422503,Storage-Household & Commercial,53113001,Lessors Of Miniwarehouses And Self-Storage Units,1 to 4,Single Loc,19,39.9773036,-75.1847393
2012,Athletic Recreation Ctr,"1400 N 26th St, Philadelphia, PA 19121",19121,Verified,799701,Recreation Centers,71394015,Fitness And Recreational Sports Centers,1 to 4,Single Loc,42,39.977112,-75.178271
2012,Atlas Insurance,"1428 N Broad St, Philadelphia, PA 19121",19121,Verified,738911,License Services,56149904,All Other Business Support Services,10 to 19,Single Loc,42,39.9753832,-75.1590084
2012,Avant Guard Locksmith,"2227 W Berks St, Philadelphia, PA 19121",19121,Verified,769962,Locks & Locksmiths,56162204,Locksmiths,1 to 4,Single Loc,15,39.983641,-75.171556
2012,Avl Locksmith,"2417 Ridge Ave, Philadelphia, PA 19121",19121,Verified,769962,Locks & Locksmiths,56162204,Locksmiths,1 to 4,Single Loc,15,39.9822313,-75.1743382
2012,Avon Products Inc,"1248 N Broad St, Philadelphia, PA 19121",19121,Verified,599992,Cosmetics & Perfumes-Retail,45612001,"Cosmetics, Beauty Supplies, And Perfume Retailers",1 to 4,Branch,26,39.9727265,-75.1592701
2012,B & G Auto Tags,"1351 N 29th St, Philadelphia, PA 19121",19121,Verified,729954,Vehicle & Drivers Licensing Services,56199022,All Other Support Services,1 to 4,Single Loc,22,39.977476,-75.182617
2012,Baitultah,"2447 Turner St, Philadelphia, PA 19121",19121,Verified,594133,Fishing Bait,45911017,Sporting Goods Retailers,1 to 4,Single Loc,14,39.9800968,-75.1755534
2012,Baker Funeral Home LTD,"2008 N Broad St, Philadelphia, PA 19121",19121,Verified,726105,Funeral Plans (Pre-Arranged),81221005,Funeral Homes And Funeral Services,5 to 9,Single Loc,42,39.9835551,-75.1569549
2012,Ballard's Billiard Ctr,"2004 W Columbia Ave, Philadelphia, PA 19121",19121,Verified,799912,Billiard Parlors,61162003,Sports And Recreation Instruction,1 to 4,Single Loc,33,39.9824153,-75.1867319
2012,Bank Of America,"1600 N Broad St # 11, Philadelphia, PA 19121",19121,Verified,602101,Banks,52211002,Commercial Banking,10 to 19,Branch,20,39.9785151,-75.1582404
2012,Barney's Super Market,"2449 Ridge Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,42,39.9826224,-75.1750479
2012,Bavarian Classics,"2700 W Diamond St, Philadelphia, PA 19121",19121,Verified,753801,Automobile Repairing & Service,81111104,General Automotive Repair,1 to 4,Single Loc,29,39.9873827,-75.1778043
2012,Beale Flowers-The Original,"1823 N 31st St, Philadelphia, PA 19121",19121,Verified,594712,Gift Shops,45942013,"Gift, Novelty, And Souvenir Retailers",1 to 4,Single Loc,42,39.9842554,-75.1844579
2012,Beech Capital Venture Corp,"1510 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,621109,Investment Bankers,52315001,Investment Banking And Securities Intermediation,1 to 4,Single Loc,17,39.9788762,-75.1599933
2012,Beech Interplex Inc,"1510 Cecil B Moore Ave # 300, Philadelphia, PA 19121",19121,Verified,999966,Federal Government Contractors,99999005,Unclassified Establishments,1 to 4,Single Loc,15,NA,NA
2012,Bella's Breakfast & Lunch,"2159 Ridge Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,10 to 19,Single Loc,23,39.9792689,-75.1704698
2012,Bellamy's Auto,"1339 N Marston St, Philadelphia, PA 19121",19121,Verified,551103,NA,NA,NA,1 to 4,Single Loc,15,39.9763834,-75.1804455
2012,Bennu Realty Group LLC,"2022 Ridge Ave, Philadelphia, PA 19121",19121,Verified,628205,Financial Planning Consultants,52394009,Portfolio Management And Investment Advice,1 to 4,Single Loc,16,39.9760033,-75.1689257
2012,Bethany Child Care Ctr,"1910 W Diamond St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,10 to 19,Single Loc,39,39.985729,-75.164934
2012,Bio-Medical Applications,"1241 N Taney St, Philadelphia, PA 19121",19121,Verified,809913,Medical & Surgical Svc Organizations,62199930,All Other Miscellaneous Ambulatory Health Care Ser,20 to 49,Branch,34,39.9747746,-75.1793796
2012,Bio-Medical Applications,"1241 N Taney St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,21,39.9747746,-75.1793796
2012,Bloodmoney Records Corp,"1402 N 30th St, Philadelphia, PA 19121",19121,Verified,738999,Business Services NEC,56199001,All Other Support Services,1 to 4,Single Loc,15,39.977946,-75.1845129
2012,Bobby's Barber Shop,"2925 W Diamond St, Philadelphia, PA 19121",19121,Verified,724101,Barbers,81211101,Barber Shops,1 to 4,Single Loc,31,39.9879651,-75.1810979
2012,Boot's Coin Op Laundromat,"2308 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,721501,Laundries-Self Service,81231001,Coin-Operated Laundries And Drycleaners,1 to 4,Single Loc,24,39.9804741,-75.1729146
2012,"Boykin, Gregory E","1827 N Judson St, Philadelphia, PA 19121",19121,Verified,866106,Clergy,81311009,Religious Organizations,1 to 4,Single Loc,25,39.9826187,-75.1725311
2012,Bp Food Shop,"1840 Ridge Ave, Philadelphia, PA 19121",19121,Verified,554101,Service Stations-Gasoline & Oil,45712003,Other Gasoline Stations,1 to 4,Branch,41,39.972452,-75.166708
2012,Bravo Mini Market,"1646 N 29th St, Philadelphia, PA 19121",19121,Verified,541103,Convenience Stores,44513101,Convenience Retailers,1 to 4,Single Loc,15,39.9817273,-75.1821578
2012,Brewerytown Development Corp,"3000 W Master St, Philadelphia, PA 19121",19121,Verified,152139,Remodeling & Repairing Building Contractors,23611823,Residential Remodelers,1 to 4,Single Loc,19,39.97595,-75.170124
2012,Brewerytown Sharswood Cmnty,"2514 Stewart St, Philadelphia, PA 19121",19121,Verified,861102,Associations,81391002,Business Associations,1 to 4,Single Loc,17,39.9778078,-75.1770427
2012,Brian's Seafood,"1901 N 27th St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,10 to 19,Single Loc,15,39.9845014,-75.1780553
2012,Broad & Diamond Bp,"2040 N Broad St, Philadelphia, PA 19121",19121,Verified,554101,Service Stations-Gasoline & Oil,45712003,Other Gasoline Stations,1 to 4,Branch,20,39.9840434,-75.156855
2012,Broad Wellness & Chiro Ctr,"1248 N Broad St, Philadelphia, PA 19121",19121,Verified,809921,Wellness Programs,62199952,All Other Miscellaneous Ambulatory Health Care Ser,1 to 4,Single Loc,15,39.9727265,-75.1592701
2012,Brothers Corner,"2012 Ridge Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,20,39.9756066,-75.1686765
2012,Brothers Inc,"1523 N 20th St, Philadelphia, PA 19121",19121,Verified,174101,Masonry Contractors,23814006,Masonry Contractors,1 to 4,Single Loc,16,39.977955,-75.1676175
2012,Butler Tutoring,"1723 N Willington St, Philadelphia, PA 19121",19121,Verified,829909,Tutoring,61169102,Exam Preparation And Tutoring,1 to 4,Single Loc,15,NA,NA
2012,C & J Communication,"2242 Ridge Ave, Philadelphia, PA 19121",19121,Verified,489903,Communications,51781001,All Other Telecommunications,1 to 4,Single Loc,15,39.979968,-75.1717675
2012,C Food Market,"2440 W Norris St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,18,39.9853658,-75.1745429
2012,Calcutta House,"1221 N 19th St, Philadelphia, PA 19121",19121,Verified,805909,Personal Care Homes,62311019,Nursing Care Facilities (Skilled Nursing Facilitie,5 to 9,Single Loc,21,39.9736058,-75.1670359
2012,Camp Shiloh,"1500 W Master St # 34, Philadelphia, PA 19121",19121,Verified,703203,Camps,72121403,Recreational And Vacation Camps (Except Campground,10 to 19,Single Loc,18,NA,NA
2012,"Carandang-Pani, Norma H MD","1900 N 20th St, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,17,39.9834612,-75.1671295
2012,Carelas Pch & Assisted Lvng,"1437 N 28th St, Philadelphia, PA 19121",19121,Verified,836105,Residential Care Homes,62331206,Assisted Living Facilities For The Elderly,5 to 9,Single Loc,42,39.9781334,-75.1808453
2012,Cecil B Moore Comm Foundation,"3033 W Sedgley Ave, Philadelphia, PA 19121",19121,Verified,873303,Foundation-Educ Philanthropic Research,54172006,Research And Development In The Social Sciences An,1 to 4,Single Loc,17,39.9840356,-75.1840527
2012,Cecil B Moore Grocery,"2604 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,21,39.9810875,-75.177557
2012,Cecil B Moore Library,"2320 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,823104,City Government-Libraries,51921001,Libraries And Archives,5 to 9,Branch,33,39.9804771,-75.1735413
2012,Cecil B Moore Village,"1614 N 16th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,1 to 4,Single Loc,28,39.9781904,-75.1614993
2012,Cecil B Moore Village Inc,"1601 W Oxford St, Philadelphia, PA 19121",19121,Verified,653120,Real Estate Buyers & Brokers,53131103,Residential Property Managers,1 to 4,Single Loc,17,39.977796,-75.161584
2012,Cedar Grove Museum,"Lansdowne Dr, Philadelphia, PA 19121",19121,Verified,841201,Museums,71211001,Museums,1 to 4,Single Loc,24,39.9753663,-75.1952104
2012,Cell Phone Accessories Depot,"1600 N Broad St, Philadelphia, PA 19121",19121,Verified,481207,Cellular Telephones (Services),51711214,Wireless Telecommunications Carriers (Except Satel,1 to 4,Single Loc,15,39.9774961,-75.1584795
2012,Cell Phone City,"1708 N 22nd St, Philadelphia, PA 19121",19121,Verified,599902,Cellular Telephones-Equipment & Supls,44921035,Electronics And Appliance Retailers,1 to 4,Single Loc,15,39.980612,-75.170948
2012,Charles Gratz Fire Protctn Co,"Oxford St, Philadelphia, PA 19121",19121,Verified,506308,Fire Alarm Systems (Whls),42361032,"Electrical Apparatus And Equipment, Wiring Supplie",5 to 9,Single Loc,15,39.9749443,-75.1400386
2012,Charlie's Country Ribs,"2528 W Diamond St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,5 to 9,Single Loc,29,39.9871086,-75.1756834
2012,Checkers Drive-In Restaurant,"1208 N Broad St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,20 to 49,Branch,31,39.9719021,-75.1594533
2012,Cherry's Beauty Salon,"2224 W Montgomery Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,42,39.9818472,-75.1715631
2012,China Bowl,"1640 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,10 to 19,Single Loc,21,39.9866854,-75.1607006
2012,China House,"1430 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,24,39.9786486,-75.1593601
2012,China Lotus Restaurant,"1301 N 29th St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,35,39.9763765,-75.1828602
2012,Choice Management,"2221 W Berks St, Philadelphia, PA 19121",19121,Verified,874130,Management Services,56111022,Office Administrative Services,5 to 9,Single Loc,19,39.9836193,-75.1709016
2012,Chris Born Agency,"1421 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,641112,Insurance,52421001,Insurance Agencies And Brokerages,1 to 4,Single Loc,16,39.9866141,-75.1574603
2012,Christene Nail Salon,"2302 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,22,39.9804656,-75.1727264
2012,Cinnamon Jade,"1222 N 29th St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,30,39.9753826,-75.1835289
2012,Cisse Tounkara Hair Braiding,"2221 Ridge Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,42,39.9802308,-75.1717311
2012,City Food Market,"1445 N 19th St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,20,39.976776,-75.1662913
2012,City View Pizza,"1434 Cecil B Moore Ave # A, Philadelphia, PA 19121",19121,Verified,581222,Pizza,72251115,Full-Service Restaurants,5 to 9,Single Loc,19,39.978803,-75.1594789
2012,Clara Baldwin Manor,"2600 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,805904,Retirement Communities & Homes,62331101,Continuing Care Retirement Communities,5 to 9,Single Loc,33,39.9887725,-75.1768188
2012,Clark Roofing Co,"1537 W Thompson St, Philadelphia, PA 19121",19121,Verified,176109,Roofing Contractors,23816014,Roofing Contractors,1 to 4,Single Loc,15,39.9738082,-75.1617739
2012,Cleveland Waters,"2608 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,593217,Furniture-Used,45951019,Used Merchandise Retailers,1 to 4,Single Loc,42,39.9810396,-75.1776837
2012,Clip Joint Salon,"1609 N 29th St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,17,39.9806686,-75.1819214
2012,Cobra City Check Cashing,"2101 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,609903,Check Cashing Service,52232003,"Financial Transactions Processing, Reserve, And Cl",1 to 4,Single Loc,23,39.9879371,-75.1677135
2012,College Girard,"2101 N College Ave, Philadelphia, PA 19121",19121,Verified,822101,Schools-Universities & Colleges Academic,61131009,"Colleges, Universities, And Professional Schools",10 to 19,Single Loc,14,39.9752249,-75.1716391
2012,"Collins, Henry","1428 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,15,39.9789008,-75.1602337
2012,Columbia Deli,"1634 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581209,NA,NA,NA,1 to 4,Single Loc,17,39.9790938,-75.1626325
2012,Columbia Money Loan Office Inc,"1426 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,593229,Pawnbrokers,52229915,"International, Secondary Market, And All Other Non",1 to 4,Single Loc,42,39.9786273,-75.1592316
2012,Community Concern Ctr,"2721 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,20 to 49,Single Loc,42,39.9816852,-75.1797613
2012,Community Food Market,"2901 W Oxford St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,42,39.9806184,-75.1823176
2012,Compass North Group,"1832 N 18th St, Philadelphia, PA 19121",19121,Verified,506324,Burglar Alarm Systems (Whls),42361007,"Electrical Apparatus And Equipment, Wiring Supplie",1 to 4,Single Loc,17,39.9820146,-75.1639283
2012,Complete Auto Repair Ctr,"1250 N Carlisle St, Philadelphia, PA 19121",19121,Verified,514502,Candy & Confectionery-Brokers (Whls),42512052,Wholesale Trade Agents And Brokers,5 to 9,Single Loc,16,39.9727414,-75.1601344
2012,Comprehensive Day Care Ctr,"3001 W Berks St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,20,39.9857678,-75.1835421
2012,Comprehensive Day Care Ctr,"18 & E Oxford St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,15,39.974036,-75.133554
2012,Compro Tax,"1600 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,729101,Tax Return Preparation & Filing,54121301,Tax Preparation Services,5 to 9,Single Loc,23,39.9789497,-75.161362
2012,Congressman Robert Nc Nix Hms,"1418 N 15th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,1 to 4,Single Loc,42,39.9750401,-75.1604965
2012,Cookies & Cream,"2227 W Berks St, Philadelphia, PA 19121",19121,Verified,581203,Ice Cream Parlors,72251512,Snack And Nonalcoholic Beverage Bars,5 to 9,Single Loc,16,39.983641,-75.171556
2012,Corrections Dept Community,"1628 N 15th St, Philadelphia, PA 19121",19121,Verified,922302,State Govt-Correctional Institutions,92214002,Correctional Institutions,10 to 19,Branch,42,39.9785595,-75.1598784
2012,Crab Co,"1901 N 27th St, Philadelphia, PA 19121",19121,Verified,421401,Movers,48411009,"General Freight Trucking, Local",5 to 9,Single Loc,16,39.9845014,-75.1780553
2012,Craig's Laundromat,"2160 N 19th St, Philadelphia, PA 19121",19121,Verified,721101,Laundries,81232001,Drycleaning And Laundry Services (Except Coin-Oper,1 to 4,Single Loc,15,39.9872466,-75.1644462
2012,Curls,"1757 N Newkirk St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,15,39.9828201,-75.1804641
2012,D & J Hardware,"1525 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,525104,Hardware-Retail,44414005,Hardware Retailers,1 to 4,Single Loc,42,39.9792425,-75.1605307
2012,D'Zert Club Inc,"1600 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,864108,Clubs,81341004,Civic And Social Organizations,5 to 9,Single Loc,23,39.9789497,-75.161362
