"Version Year","Company Name","Address","ZIP Code","Record Type","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Range","Location Type","Years In Database"
"2022","Temple Villas LLC","1614 Cecil B Moore Ave # 2","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","14"
"2022","Temple Villas LLC","1720 Fontain St","19121","Verified","738967","Incentive Programs","56199010","All Other Support Services","5 to 9","Single Loc","15"
"2022","Tempo Rainbow","2156 N Broad St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","5 to 9","Single Loc","19"
"2022","Tenth Memorial Non Profit Dev","1999 Ridge Ave","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","14"
"2022","Thomas D El Licensed Ins","2030 N 29th St","19121","Verified","641112","Insurance","52421001","Insurance Agencies And Brokerages","1 to 4","Single Loc","7"
"2022","Thomas, Stephen J","1800 N Broad St","19121","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","7"
"2022","Three Sisters Grocery Store","2500 W Master St","19121","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","25"
"2022","Tiny Wpa","3021 W Stiles St","19121","Verified","832222","Youth Organizations & Centers","62411006","Child And Youth Services","5 to 9","Single Loc","11"
"2022","Tjs Autobotz","3127 W Master St","19121","Verified","753201","Automobile Body-Repairing & Painting","81112102","Automotive Body, Paint, And Interior Repair And Ma","1 to 4","Single Loc","15"
"2022","Tlo Event Complex","1621-27 Cecil B Moore Ave","19121","Verified","581212","Caterers","72232001","Caterers","5 to 9","Single Loc","9"
"2022","Together","2201 Ridge Ave","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","23"
"2022","Tomorrow Gift","2246 Ridge Ave","19121","Verified","594712","Gift Shops","45942013","Gift, Novelty, And Souvenir Retailers","1 to 4","Single Loc","38"
"2022","Tower Investments Inc","1600 N Broad St","19121","Verified","621111","Investments","52391001","Miscellaneous Intermediation","5 to 9","Single Loc","19"
"2022","Town Supermarket II","2229 Cecil B Moore Ave","19121","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","11"
"2022","Tpr Homes LLC","1310 N Carlisle St","19121","Verified","152112","Home Builders","23611506","New Single-Family Housing Construction (Except For","1 to 4","Single Loc","10"
"2022","Tr Music & Voice Lessons","1537 N Bouvier St","19121","Verified","829909","Tutoring","61169102","Exam Preparation And Tutoring","5 to 9","Single Loc","12"
"2022","Treatment Of Recovery","2031 N 19th St","19121","Verified","839901","Drug Abuse & Addiction Info & Treatment","81331904","Other Social Advocacy Organizations","10 to 19","Single Loc","9"
"2022","Tree House Books","1430 W Susquehanna Ave","19121","Verified","594201","Book Dealers-Retail","45921005","Book Retailers And News Dealers","1 to 4","Single Loc","21"
"2022","Treehouse Academy LLC","2100 Bolton St","19121","Verified","821103","Schools","61111007","Elementary And Secondary Schools","","Single Loc","4"
"2022","Tripptree, Alison","1700 N Broad St # 2","19121","Verified","804922","Psychologists","62139936","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","7"
"2022","Trojan Childrens Positive","2058 Ridge Ave # 1","19121","Verified","835101","Child Care Service","62441003","Child Care Services","1 to 4","Single Loc","12"
"2022","Tropical Smoothie Cafe","1600 N Broad St # 4","19121","Verified","581248","Juice Bars","72251518","Snack And Nonalcoholic Beverage Bars","5 to 9","Branch","8"
"2022","Tsunami Recording","2516 W Oxford St","19121","Verified","738947","Recording Studios","51224002","Sound Recording Studios","1 to 4","Single Loc","12"
"2022","TU Pavilion Tennis Courts","W Norris St","19121","Verified","799703","Tennis Courts-Private","71394021","Fitness And Recreational Sports Centers","10 to 19","Single Loc","8"
"2022","Tuttleman Counseling Svc","1700 N Broad St # 2","19121","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","13"
"2022","Tuttleman Counseling Svc","1700 N Broad St # 2","19121","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","14"
"2022","Twenty Nine Oxford Restaurant","2843 W Oxford St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","27"
"2022","U-Haul International Inc","1753 N 21st St","19121","Verified","422503","Storage-Household & Commercial","53113001","Lessors Of Miniwarehouses And Self-Storage Units","5 to 9","Branch","9"
"2022","U-Haul Moving-Stge-Strawberry","2800-30 Ridge Ave","19121","Verified","751303","Truck Renting & Leasing","53212016","Truck, Utility Trailer, And Rv (Recreational Vehic","1 to 4","Branch","8"
"2022","Umoja Tours","1521 N Hollywood St","19121","Verified","472402","Travel Agencies & Bureaus","56151007","Travel Agencies","1 to 4","Single Loc","17"
"2022","Union Community Devmnt Corp","1614 W Jefferson St","19121","Verified","829929","Educational Service-Business","61171003","Educational Support Services","10 to 19","Single Loc","11"
"2022","United States Army Recruit Sta","1600 N Broad St","19121","Verified","971101","Federal Government-National Security","92811003","National Security","10 to 19","Branch","15"
"2022","Unity Mission Chr Hm Training","1530 N 16th St","19121","Verified","822298","Junior-Community College-Tech Institutes","61121002","Junior Colleges","10 to 19","Single Loc","15"
"2022","University Apartments","1500 N 15th St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","8"
"2022","University Mini Market Inc","1900 Cecil B Moore Ave","19121","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","11"
"2022","University Realty LLC","1437 N 15th St","19121","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","15"
"2022","Ups Access Point Location","1631 Cecil B Moore Ave","19121","Verified","733101","Mailing & Shipping Services","54186007","Direct Mail Advertising","10 to 19","Branch","6"
"2022","Ups Access Point Location","2440 W Norris St","19121","Verified","733101","Mailing & Shipping Services","54186007","Direct Mail Advertising","10 to 19","Branch","6"
"2022","Urena Fisrt Market","2449 Ridge Ave","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","10"
"2022","Us Facilities Inc","1981 N Woodstock St","19121","Verified","734911","Building Maintenance","23899052","All Other Specialty Trade Contractors","1 to 4","Single Loc","20"
"2022","Usmc Recruiting","1600 N Broad St # 3","19121","Verified","736105","Executive Search Consultants","56131201","Executive Search Services","1 to 4","Single Loc","18"
"2022","Vaux Big Picture High School","2300 W Master St","19121","Verified","821103","Schools","61111007","Elementary And Secondary Schools","50 to 99","Single Loc","38"
"2022","Vernon House Apartments","3226 Clifford St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","20"
"2022","Vincen Beverage","2048 Ridge Ave","19121","Verified","518101","Beer & Ale-Wholesale","42481001","Beer And Ale Merchant Wholesalers","1 to 4","Single Loc","15"
"2022","Von Baeyer Conservation LLC","3060 W Jefferson St","19121","Verified","763103","Clocks-Repairing & Parts","81149009","Other Personal And Household Goods Repair And Main","5 to 9","Single Loc","7"
"2022","W Living","1727 Cecil B Moore Ave","19121","Verified","651304","Apartment Rental Agencies","53111001","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","6"
"2022","Wagner Free Institute-Science","1700 W Montgomery Ave","19121","Verified","841201","Museums","71211001","Museums","10 to 19","Single Loc","31"
"2022","Water Damage Squad","2441 W Berks St","19121","Verified","152114","Fire Damage Restoration","23611813","Residential Remodelers","5 to 9","Single Loc","11"
"2022","Wayland Temple Baptist Fed Cu","2500 Cecil B Moore Ave","19121","Verified","606101","Credit Unions","52213003","Credit Unions","1 to 4","Single Loc","32"
"2022","Wedding Fairytales","1401 N 16th St","19121","Verified","729932","Wedding Consultants Planning/Arranging","81299033","All Other Personal Services","1 to 4","Single Loc","18"
"2022","Weldon, Jennifer G Np","2144 Cecil B Moore Ave","19121","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","11"
"2022","Wellness Pharmacy","2337 Ridge Ave","19121","Verified","591205","Pharmacies","45611009","Pharmacies And Drug Retailers","5 to 9","Single Loc","12"
"2022","Wendy's","1708 N Broad St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","20 to 49","Branch","23"
"2022","Western Union Agent Location","2300-20 Ridge Ave","19121","Verified","609902","Money Order Service","52232008","Financial Transactions Processing, Reserve, And Cl","1 to 4","Branch","6"
"2022","Western Union Agent Location","2815 Ridge Ave # A","19121","Verified","609910","Money Transfer Service","52232010","Financial Transactions Processing, Reserve, And Cl","1 to 4","Branch","6"
"2022","Western Union Agent Location","1501 Cecil B Moore Ave","19121","Verified","609902","Money Order Service","52232008","Financial Transactions Processing, Reserve, And Cl","1 to 4","Branch","6"
"2022","Western Union Agent Location","1528 N Broad St","19121","Verified","609910","Money Transfer Service","52232010","Financial Transactions Processing, Reserve, And Cl","1 to 4","Branch","6"
"2022","Westrum Development","1415 N 31st St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","9"
"2022","Wharton Center","2333 W Oxford St","19121","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","10 to 19","Single Loc","15"
"2022","White Dove Performing Arts Acd","2510 Ridge Ave","19121","Verified","821103","Schools","61111007","Elementary And Secondary Schools","1 to 4","Single Loc","23"
"2022","Williams, Shanna M","1410 N 31st St # 1776","19121","Verified","832221","Social Workers","62133003","Offices Of Mental Health Practitioners (Except Phy","","Single Loc","5"
"2022","Wine & Spirits Store","2115 N 22nd St","19121","Verified","592103","Wines-Retail","44532005","Beer, Wine, And Liquor Retailers","5 to 9","Single Loc","12"
"2022","Wm B Moore Manor Wm B Moore","1999 Ridge Ave","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","22"
"2022","Wolfe, Christine MD","1526 Cecil B Moore Ave","19121","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","6"
"2022","Women For Greater Philadelphia","7201 Randolph Dr","19121","Verified","832218","Social Service & Welfare Organizations","62419012","Other Individual And Family Services","1 to 4","Single Loc","19"
"2022","Woods Carpentry Inc","2026 Ridge Ave","19121","Verified","175102","Carpenters","23835003","Finish Carpentry Contractors","1 to 4","Single Loc","11"
"2022","WRTI","1509 Cecil B Moore Ave # 3","19121","Verified","483201","Radio Stations & Broadcasting Companies","51611003","Radio Broadcasting Stations","50 to 99","Single Loc","33"
"2022","Wyde Bodi Auto Tags","1711 N 24th St","19121","Verified","729954","Vehicle & Drivers Licensing Services","56199022","All Other Support Services","1 to 4","Single Loc","12"
"2022","Ymca","2108 Cecil B Moore Ave","19121","Verified","832222","Youth Organizations & Centers","62411006","Child And Youth Services","10 to 19","Branch","15"
"2022","Young Men Becoming Men","1450 N 21st St","19121","Verified","839998","Non-Profit Organizations","81331908","Other Social Advocacy Organizations","5 to 9","Single Loc","12"
"2022","Young Men Becoming Men Inc","1814 N 18th St","19121","Verified","869903","Organizations","81341018","Civic And Social Organizations","5 to 9","Single Loc","12"
"2022","Young Scholars Frederick","2118 W Norris St","19121","Verified","999966","Federal Government Contractors","99999005","Unclassified Establishments","100 to 249","Single Loc","38"
"2022","Young, Jill DDS","2144 Cecil B Moore Ave","19121","Verified","802101","Dentists","62121003","Offices Of Dentists","1 to 4","Single Loc","7"
"2022","Yummy Pho Inc","2012 N Broad St","19121","Verified","581206","Foods-Carry Out","72251301","Limited-Service Restaurants","1 to 4","Single Loc","9"
"2022","Yuri Deli","1618 N 29th St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","23"
"2022","Zacchei, Christine","2144 Cecil B Moore Ave","19121","Verified","832221","Social Workers","62133003","Offices Of Mental Health Practitioners (Except Phy","1 to 4","Single Loc","6"
"2022","Zavelle Bookstore","1520 N Broad St","19121","Verified","594201","Book Dealers-Retail","45921005","Book Retailers And News Dealers","1 to 4","Single Loc","27"
"2022","Zem Deli Grocery","2455 W Berks St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","13"
"2022","Zhang Jian L","2034 N 22nd St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","31"
